id,ref,nombre,usd,costoAntes,costoDespues,precioAntes,precioDespues
"10046","016739400-0000","NU2328-E-XL-M1","1816.5488550000002","23161","23161","46322","46322"
"10047","016739400-0030","NU2328-E-XL-M1-C3","1816.5488550000002","23161","23161","46322","46322"
"10048","019245467-0030","NU2328-E-XL-M1A-C3","1816.5488550000002","23161","23161","46322","46322"
"10049","086825135-0030","NU2328-E-XL-MPAX-J30PC-C3","2290.104825","29198.84","29198.84","58397.68","58397.68"
"10050","019245572-0000","NU2330-E-XL-M1","2491.2812250000006","31763.84","31763.84","63527.68","63527.68"
"10051","019245572-0030","NU2330-E-XL-M1-C3","2491.2812250000006","31763.84","31763.84","63527.68","63527.68"
"10052","019245580-0000","NU2330-E-XL-M1A","2491.2812250000006","31763.84","31763.84","63527.68","63527.68"
"10053","095464999-0000","NU2330-E-XL-MCA","2042.9871900000003","26048.09","26048.09","52096.18","52096.18"
"10054","019245629-0000","NU2332-E-M1","2815.1165100000003","35892.74","35892.74","71785.48","71785.48"
"10055","019245629-0030","NU2332-E-M1-C3","2815.1165100000003","35892.74","35892.74","71785.48","71785.48"
"10056","019245700-0030","NU2334-EX-M1-C3","3631.017015000001","46295.47","46295.47","92590.94","92590.94"
"10057","081253060-0030","NU2334-EX-TB-M1-C3","3189.89691","40671.19","40671.19","81342.38","81342.38"
"10058","081253311-0030","NU2334-EX-TB-M1-J30PC-C3","3435.227445","43799.15","43799.15","87598.3","87598.3"
"10059","082035326-0030","NU2334-EX-TB-MPAX-J30PC-C3","3435.227445","43799.15","43799.15","87598.3","87598.3"
"10060","019245726-0030","NU2336-EX-M1-C3","3838.8567449999996","48945.42","48945.42","97890.84","97890.84"
"10061","081353596-0000","NU2336-EX-TB-M1","3838.8567449999996","48945.42","48945.42","97890.84","97890.84"
"10062","081353596-0030","NU2336-EX-TB-M1-C3","3838.8567449999996","48945.42","48945.42","97890.84","97890.84"
"10063","081880774-0030","NU2336-EX-TB-MPAX-J30PC-C3","3800.7404549999997","48459.44","48459.44","96918.88","96918.88"
"10064","019245769-0030","NU2338-EX-M1-C3","4862.571450000001","61997.79","61997.79","123995.58","123995.58"
"10065","081367783-0030","NU2338-EX-TB-M1-C3","4862.571450000001","61997.79","61997.79","123995.58","123995.58"
"10066","082050112-0030","NU2338-EX-TB-MPAX-J30PC-C3","5551.511265","70781.77","70781.77","141563.54","141563.54"
"10067","019245874-0000","NU234-E-XL-M1","919.858665","11728.2","11728.2","23456.4","23456.4"
"10068","019245874-0030","NU234-E-XL-M1-C3","919.858665","11728.2","11728.2","23456.4","23456.4"
"10069","038264234-0030","NU234-E-XL-M1A-C3","919.858665","11728.2","11728.2","23456.4","23456.4"
"10070","016739485-0030","NU2340-EX-M1-C3","5208.09447","66403.2","66403.2","132806.4","132806.4"
"10071","081318758-0000","NU2340-EX-TB-M1","5208.09447","66403.2","66403.2","132806.4","132806.4"
"10072","081318758-0030","NU2340-EX-TB-M1-C3","5208.09447","66403.2","66403.2","132806.4","132806.4"
"10073","038911728-0030","NU2344-EX-M1A-C3","6990.8799","89133.72","89133.72","178267.44","178267.44"
"10074","081371519-0030","NU2344-EX-TB-M1-C3","6990.8799","89133.72","89133.72","178267.44","178267.44"
"10075","019245831-0030","NU2348-EX-M1-C3","8773.703625","111864.72","111864.72","223729.44","223729.44"
"10076","038911736-0030","NU2348-EX-M1A-C3","8773.703625","111864.72","111864.72","223729.44","223729.44"
"10077","081375360-0030","NU2348-EX-TB-M1-C3","8773.703625","111864.72","111864.72","223729.44","223729.44"
"10078","074635271-0030","NU2356-EX-M1A-C3","13246.62345","168894.45","168894.45","337788.9","337788.9"
"10079","081408676-0030","NU2356-EX-TB-M1-C3","13246.62345","168894.45","168894.45","337788.9","337788.9"
"10080","016739531-0000","NU236-E-XL-M1","982.29228","12524.23","12524.23","25048.46","25048.46"
"10081","016739531-0020","NU236-E-XL-M1-C2","1034.641545","13191.68","13191.68","26383.36","26383.36"
"10082","016739531-0030","NU236-E-XL-M1-C3","982.29228","12524.23","12524.23","25048.46","25048.46"
"10083","016739531-0040","NU236-E-XL-M1-C4","1021.5829499999999","13025.18","13025.18","26050.36","26050.36"
"10084","019246072-0030","NU236-E-XL-M1A-C3","982.29228","12524.23","12524.23","25048.46","25048.46"
"10085","089988116-0030","NU236-E-XL-MPAX-J30PC-C3","1575.7116","20090.32","20090.32","40180.64","40180.64"
"10086","019004893-0000","NU238-E-M1","1283.49522","16364.56","16364.56","32729.12","32729.12"
"10087","019004893-0030","NU238-E-M1-C3","1283.49522","16364.56","16364.56","32729.12","32729.12"
"10088","016739574-0000","NU240-E-M1","1493.2496999999998","19038.93","19038.93","38077.86","38077.86"
"10089","016739574-0030","NU240-E-M1-C3","1493.2496999999998","19038.93","19038.93","38077.86","38077.86"
"10090","016739590-0000","NU244-E-M1","1991.87613","25396.42","25396.42","50792.84","50792.84"
"10091","016739590-0030","NU244-E-M1-C3","1991.87613","25396.42","25396.42","50792.84","50792.84"
"10092","019246234-0030","NU244-E-M1A-C3","1991.87613","25396.42","25396.42","50792.84","50792.84"
"10093","016739612-0030","NU248-E-M1-C3","3299.9950350000004","42074.94","42074.94","84149.88","84149.88"
"10094","038569353-0030","NU248-E-M1A-C3","3299.9950350000004","42074.94","42074.94","84149.88","84149.88"
"10095","078051517-0000","NU248-E-TB-M1","3299.9950350000004","42074.94","42074.94","84149.88","84149.88"
"10096","078051517-0030","NU248-E-TB-M1-C3","3299.9950350000004","42074.94","42074.94","84149.88","84149.88"
"10097","016739620-0030","NU252-E-M1-C3","4528.370985","57736.73","57736.73","115473.46","115473.46"
"10098","019246293-0030","NU252-E-M1A-C3","4528.370985","57736.73","57736.73","115473.46","115473.46"
"10099","078573360-0000","NU252-E-TB-M1","4528.370985","57736.73","57736.73","115473.46","115473.46"
"10100","078573360-0030","NU252-E-TB-M1-C3","4528.370985","57736.73","57736.73","115473.46","115473.46"
"10101","019246315-0030","NU256-E-M1-C3","5377.447724999999","68562.46","68562.46","137124.92","137124.92"
"10102","019246340-0030","NU256-E-M1A-C3","5377.447724999999","68562.46","68562.46","137124.92","137124.92"
"10103","079242545-0000","NU256-E-TB-M1","5377.447724999999","68562.46","68562.46","137124.92","137124.92"
"10104","079242545-0030","NU256-E-TB-M1-C3","5377.447724999999","68562.46","68562.46","137124.92","137124.92"
"10105","079342426-0030","NU264-EX-TB-M1-C3","8170.238250000001","104170.54","104170.54","208341.08","208341.08"
"10106","079400264-0030","NU276-E-TB-M1-C3","12509.21493","159492.49","159492.49","318984.98","318984.98"
"10107","019004923-0000","NU303-E-XL-TVP2","22.54299","287.42","287.42","574.84","574.84"
"10108","019004923-0030","NU303-E-XL-TVP2-C3","22.54299","287.42","287.42","574.84","574.84"
"10109","019008473-0000","NU304-E-XL-M1","51.20041499999999","652.81","652.81","1305.62","1305.62"
"10110","019008473-0030","NU304-E-XL-M1-C3","51.20041499999999","652.81","652.81","1305.62","1305.62"
"10111","016739680-0000","NU304-E-XL-TVP2","23.20677","295.89","295.89","591.78","591.78"
"10112","016739680-0030","NU304-E-XL-TVP2-C3","23.20677","295.89","295.89","591.78","591.78"
"10113","019246978-4001","NU3044-M1-R160-240","2320.179165","29582.28","29582.28","59164.56","59164.56"
"10114","019004931-0000","NU305-E-XL-M1","56.29365","717.74","717.74","1435.48","1435.48"
"10115","019004931-0030","NU305-E-XL-M1-C3","56.29365","717.74","717.74","1435.48","1435.48"
"10116","019004931-0040","NU305-E-XL-M1-C4","62.305965","794.4","794.4","1588.8","1588.8"
"10117","038454793-0030","NU305-E-XL-M1A-C3","56.29365","717.74","717.74","1435.48","1435.48"
"10118","038454793-0040","NU305-E-XL-M1A-C4","58.55305499999999","746.55","746.55","1493.1","1493.1"
"10119","038454815-0030","NU305-E-XL-N-M1-C3","64.18242","818.33","818.33","1636.66","1636.66"
"10120","016739698-0000","NU305-E-XL-TVP2","25.887420000000002","330.06","330.06","660.12","660.12"
"10121","016739698-0030","NU305-E-XL-TVP2-C3","25.887420000000002","330.06","330.06","660.12","660.12"
"10122","019008520-0000","NU306-E-XL-M1","63.288869999999996","806.93","806.93","1613.86","1613.86"
"10123","019008520-0030","NU306-E-XL-M1-C3","63.288869999999996","806.93","806.93","1613.86","1613.86"
"10124","021937354-0030","NU306-E-XL-M1A-C3","63.288869999999996","806.93","806.93","1613.86","1613.86"
"10125","016739728-0000","NU306-E-XL-TVP2","31.938030000000005","407.21","407.21","814.42","814.42"
"10126","016739728-0030","NU306-E-XL-TVP2-C3","31.938030000000005","407.21","407.21","814.42","814.42"
"10127","016739728-0040","NU306-E-XL-TVP2-C4","33.201765","423.32","423.32","846.64","846.64"
"10128","016739728-0050","NU306-E-XL-TVP2-C5","34.554854999999996","440.57","440.57","881.14","881.14"
"10129","019008546-0000","NU307-E-XL-M1","71.81589","915.65","915.65","1831.3","1831.3"
"10130","019008546-0030","NU307-E-XL-M1-C3","71.81589","915.65","915.65","1831.3","1831.3"
"10131","019247346-0000","NU307-E-XL-M1A","71.81589","915.65","915.65","1831.3","1831.3"
"10132","016739787-0000","NU307-E-XL-TVP2","34.925039999999996","445.29","445.29","890.58","890.58"
"10133","016739787-0030","NU307-E-XL-TVP2-C3","34.925039999999996","445.29","445.29","890.58","890.58"
"10134","016739809-0000","NU308-E-XL-M1","81.88747500000002","1044.07","1044.07","2088.14","2088.14"
"10135","016739809-0030","NU308-E-XL-M1-C3","81.88747500000002","1044.07","1044.07","2088.14","2088.14"
"10136","019008554-0000","NU308-E-XL-M1A","81.88747500000002","1044.07","1044.07","2088.14","2088.14"
"10137","019008554-0030","NU308-E-XL-M1A-C3","81.88747500000002","1044.07","1044.07","2088.14","2088.14"
"10138","038264390-0030","NU308-E-XL-M1A-F59-C3","102.8859","1311.8","1311.8","2623.6","2623.6"
"10139","016739825-0000","NU308-E-XL-TVP2","41.141594999999995","524.56","524.56","1049.12","1049.12"
"10140","016739825-0030","NU308-E-XL-TVP2-C3","41.141594999999995","524.56","524.56","1049.12","1049.12"
"10141","019247648-0000","NU309-E-XL-K-TVP2","50.842994999999995","648.25","648.25","1296.5","1296.5"
"10142","019008562-0000","NU309-E-XL-M1","104.26452000000002","1329.37","1329.37","2658.74","2658.74"
"10143","019008562-0030","NU309-E-XL-M1-C3","104.26452000000002","1329.37","1329.37","2658.74","2658.74"
"10144","093331223-0030","NU309-E-XL-M1-C3>A","104.26452000000002","1329.37","1329.37","2658.74","2658.74"
"10145","019008562-0040","NU309-E-XL-M1-C4","107.060055","1365.02","1365.02","2730.04","2730.04"
"10146","039024067-0040","NU309-E-XL-M1-S1-C4","120.642015","1538.19","1538.19","3076.38","3076.38"
"10147","093331223-0000","NU309-E-XL-M1>A","104.26452000000002","1329.37","1329.37","2658.74","2658.74"
"10148","019247613-0000","NU309-E-XL-M1A","104.26452000000002","1329.37","1329.37","2658.74","2658.74"
"10149","019247613-0030","NU309-E-XL-M1A-C3","104.26452000000002","1329.37","1329.37","2658.74","2658.74"
"10150","019247656-0000","NU309-E-XL-N-TVP2","52.94922","675.1","675.1","1350.2","1350.2"
"10151","016739850-0000","NU309-E-XL-TVP2","50.842994999999995","648.25","648.25","1296.5","1296.5"
"10152","016739850-0030","NU309-E-XL-TVP2-C3","50.842994999999995","648.25","648.25","1296.5","1296.5"
"10153","093330286-0030","NU309-E-XL-TVP2-C3>A","50.842994999999995","648.25","648.25","1296.5","1296.5"
"10154","016739850-0040","NU309-E-XL-TVP2-C4","58.79559000000001","749.64","749.64","1499.28","1499.28"
"10155","093330286-0000","NU309-E-XL-TVP2>A","50.842994999999995","648.25","648.25","1296.5","1296.5"
"10156","039076610-0000","NU310-E-XL-JP3","81.147105","1034.63","1034.63","2069.26","2069.26"
"10157","039076610-0030","NU310-E-XL-JP3-C3","81.147105","1034.63","1034.63","2069.26","2069.26"
"10158","095554076-0030","NU310-E-XL-JP3-C3>A","81.147105","1034.63","1034.63","2069.26","2069.26"
"10159","016739876-0000","NU310-E-XL-M1","117.57841499999999","1499.12","1499.12","2998.24","2998.24"
"10160","016739876-0030","NU310-E-XL-M1-C3","117.57841499999999","1499.12","1499.12","2998.24","2998.24"
"10161","093330294-0030","NU310-E-XL-M1-C3>A","117.57841499999999","1499.12","1499.12","2998.24","2998.24"
"10162","016739876-0040","NU310-E-XL-M1-C4","126.27138","1609.96","1609.96","3219.92","3219.92"
"10163","093330294-0000","NU310-E-XL-M1>A","117.57841499999999","1499.12","1499.12","2998.24","2998.24"
"10164","038264455-0030","NU310-E-XL-M1A-C3","117.57841499999999","1499.12","1499.12","2998.24","2998.24"
"10165","016739884-0000","NU310-E-XL-TVP2","60.51886499999999","771.62","771.62","1543.24","1543.24"
"10166","016739884-0030","NU310-E-XL-TVP2-C3","60.51886499999999","771.62","771.62","1543.24","1543.24"
"10167","093330308-0030","NU310-E-XL-TVP2-C3>A","60.51886499999999","771.62","771.62","1543.24","1543.24"
"10168","093330308-0000","NU310-E-XL-TVP2>A","60.51886499999999","771.62","771.62","1543.24","1543.24"
"10169","038967219-0000","NU311-E-XL-JP3","87.95085","1121.37","1121.37","2242.74","2242.74"
"10170","038967219-0030","NU311-E-XL-JP3-C3","87.95085","1121.37","1121.37","2242.74","2242.74"
"10171","016739906-0000","NU311-E-XL-M1","127.42022999999999","1624.61","1624.61","3249.22","3249.22"
"10172","016739906-0030","NU311-E-XL-M1-C3","127.42022999999999","1624.61","1624.61","3249.22","3249.22"
"10173","016739906-0040","NU311-E-XL-M1-C4","132.538995","1689.87","1689.87","3379.74","3379.74"
"10174","019247850-0000","NU311-E-XL-M1-F1-T51F","164.400435","2096.11","2096.11","4192.22","4192.22"
"10175","038264498-0030","NU311-E-XL-M1A-C3","127.42022999999999","1624.61","1624.61","3249.22","3249.22"
"10176","038480271-0030","NU311-E-XL-N-M1-C3","127.42022999999999","1624.61","1624.61","3249.22","3249.22"
"10177","016739922-0000","NU311-E-XL-TVP2","70.16920499999999","894.66","894.66","1789.32","1789.32"
"10178","016739922-0030","NU311-E-XL-TVP2-C3","70.16920499999999","894.66","894.66","1789.32","1789.32"
"10179","019247958-0000","NU312-E-XL-JP1","94.63971","1206.66","1206.66","2413.32","2413.32"
"10180","039059057-0000","NU312-E-XL-JP3","94.63971","1206.66","1206.66","2413.32","2413.32"
"10181","039059057-0030","NU312-E-XL-JP3-C3","94.63971","1206.66","1206.66","2413.32","2413.32"
"10182","016739949-0000","NU312-E-XL-M1","137.159925","1748.79","1748.79","3497.58","3497.58"
"10183","016739949-0030","NU312-E-XL-M1-C3","137.159925","1748.79","1748.79","3497.58","3497.58"
"10184","016739949-0040","NU312-E-XL-M1-C4","158.59236","2022.05","2022.05","4044.1","4044.1"
"10185","038048531-0000","NU312-E-XL-M1-F1","206.00157","2626.52","2626.52","5253.04","5253.04"
"10186","016739973-0000","NU312-E-XL-M1-F1-T51F","227.970135","2906.62","2906.62","5813.24","5813.24"
"10187","016739981-0000","NU312-E-XL-M1A","137.159925","1748.79","1748.79","3497.58","3497.58"
"10188","016739990-0000","NU312-E-XL-TVP2","80.03655","1020.47","1020.47","2040.94","2040.94"
"10189","016739990-0030","NU312-E-XL-TVP2-C3","80.03655","1020.47","1020.47","2040.94","2040.94"
"10190","067983650-0000","NU313-E-XL-JP3","122.26317","1558.86","1558.86","3117.72","3117.72"
"10191","016740017-0000","NU313-E-XL-M1","169.02136500000003","2155.02","2155.02","4310.04","4310.04"
"10192","016740017-0030","NU313-E-XL-M1-C3","169.02136500000003","2155.02","2155.02","4310.04","4310.04"
"10193","016740017-0040","NU313-E-XL-M1-C4","186.968955","2383.85","2383.85","4767.7","4767.7"
"10194","016740017-0050","NU313-E-XL-M1-C5","194.46201000000002","2479.39","2479.39","4958.78","4958.78"
"10195","038078570-0000","NU313-E-XL-M1-F1-T51F","233.893095","2982.14","2982.14","5964.28","5964.28"
"10196","070417407-0030","NU313-E-XL-M1-J20AA-C3","834.761625","10643.21","10643.21","21286.42","21286.42"
"10197","038264536-0030","NU313-E-XL-M1A-C3","169.02136500000003","2155.02","2155.02","4310.04","4310.04"
"10198","016740025-0000","NU313-E-XL-TVP2","96.54169499999999","1230.91","1230.91","2461.82","2461.82"
"10199","016740025-0030","NU313-E-XL-TVP2-C3","96.54169499999999","1230.91","1230.91","2461.82","2461.82"
"10200","016740025-0040","NU313-E-XL-TVP2-C4","100.549905","1282.01","1282.01","2564.02","2564.02"
"10201","039059081-0000","NU314-E-XL-JP3","123.69285000000002","1577.08","1577.08","3154.16","3154.16"
"10202","039059081-0030","NU314-E-XL-JP3-C3","123.69285000000002","1577.08","1577.08","3154.16","3154.16"
"10203","019248245-0000","NU314-E-XL-M1","192.126015","2449.61","2449.61","4899.22","4899.22"
"10204","019248245-0030","NU314-E-XL-M1-C3","192.126015","2449.61","2449.61","4899.22","4899.22"
"10205","019248245-0040","NU314-E-XL-M1-C4","216.29016","2757.7","2757.7","5515.4","5515.4"
"10206","038264544-0030","NU314-E-XL-M1-F1-C3","236.53545","3015.83","3015.83","6031.66","6031.66"
"10207","019248296-0000","NU314-E-XL-M1-F1-T51F","261.77185499999996","3337.59","3337.59","6675.18","6675.18"
"10208","019248326-0000","NU314-E-XL-M1A","192.11325","2449.44","2449.44","4898.88","4898.88"
"10209","019248326-0030","NU314-E-XL-M1A-C3","192.126015","2449.61","2449.61","4899.22","4899.22"
"10210","016740050-0000","NU314-E-XL-TVP2","115.88067","1477.48","1477.48","2954.96","2954.96"
"10211","016740050-0030","NU314-E-XL-TVP2-C3","115.88067","1477.48","1477.48","2954.96","2954.96"
"10212","039059065-0000","NU315-E-XL-JP3","153.02682","1951.09","1951.09","3902.18","3902.18"
"10213","039059065-0030","NU315-E-XL-JP3-C3","153.02682","1951.09","1951.09","3902.18","3902.18"
"10214","016740084-0000","NU315-E-XL-M1","221.791875","2827.85","2827.85","5655.7","5655.7"
"10215","016740084-0030","NU315-E-XL-M1-C3","221.791875","2827.85","2827.85","5655.7","5655.7"
"10216","016740084-0040","NU315-E-XL-M1-C4","229.98700499999998","2932.33","2932.33","5864.66","5864.66"
"10217","038264560-0040","NU315-E-XL-M1-F1-C4","294.884265","3759.77","3759.77","7519.54","7519.54"
"10218","038264587-0040","NU315-E-XL-M1A-C4","230.68908","2941.29","2941.29","5882.58","5882.58"
"10219","016740130-0000","NU315-E-XL-TVP2","137.81094","1757.09","1757.09","3514.18","3514.18"
"10220","016740130-0030","NU315-E-XL-TVP2-C3","137.81094","1757.09","1757.09","3514.18","3514.18"
"10221","019248628-0000","NU316-E-XL-M1","278.876955","3555.68","3555.68","7111.36","7111.36"
"10222","019248628-0030","NU316-E-XL-M1-C3","278.876955","3555.68","3555.68","7111.36","7111.36"
"10223","019248628-0040","NU316-E-XL-M1-C4","290.04632999999995","3698.09","3698.09","7396.18","7396.18"
"10224","038686260-0000","NU316-E-XL-M1-F1-T51F","356.44986","4544.74","4544.74","9089.48","9089.48"
"10225","058426132-0030","NU316-E-XL-M1-J20AA-C3","609.6675","7773.26","7773.26","15546.52","15546.52"
"10226","019248709-0030","NU316-E-XL-M1A-C3","278.876955","3555.68","3555.68","7111.36","7111.36"
"10227","016740165-0000","NU316-E-XL-TVP2","164.20896","2093.66","2093.66","4187.32","4187.32"
"10228","016740165-0030","NU316-E-XL-TVP2-C3","164.20896","2093.66","2093.66","4187.32","4187.32"
"10229","016740181-0000","NU317-E-XL-M1","296.81178","3784.35","3784.35","7568.7","7568.7"
"10230","016740181-0030","NU317-E-XL-M1-C3","296.81178","3784.35","3784.35","7568.7","7568.7"
"10231","016740181-0040","NU317-E-XL-M1-C4","311.657475","3973.63","3973.63","7947.26","7947.26"
"10232","016740190-0000","NU317-E-XL-TVP2","188.33480999999998","2401.27","2401.27","4802.54","4802.54"
"10233","016740190-0030","NU317-E-XL-TVP2-C3","188.33480999999998","2401.27","2401.27","4802.54","4802.54"
"10234","016740220-0000","NU318-E-XL-M1","327.60096","4176.91","4176.91","8353.82","8353.82"
"10235","016740220-0030","NU318-E-XL-M1-C3","327.60096","4176.91","4176.91","8353.82","8353.82"
"10236","016740220-0040","NU318-E-XL-M1-C4","340.7106150000001","4344.06","4344.06","8688.12","8688.12"
"10237","071248285-0030","NU318-E-XL-M1-J20AA-C3","1149.4466249999998","14655.44","14655.44","29310.88","29310.88"
"10238","019249004-0030","NU318-E-XL-M1A-C3","327.60096","4176.91","4176.91","8353.82","8353.82"
"10239","016740262-0000","NU318-E-XL-TVP2","210.16295999999997","2679.58","2679.58","5359.16","5359.16"
"10240","016740262-0030","NU318-E-XL-TVP2-C3","210.16295999999997","2679.58","2679.58","5359.16","5359.16"
"10241","016740262-0040","NU318-E-XL-TVP2-C4","218.81762999999998","2789.92","2789.92","5579.84","5579.84"
"10242","019248954-0000","NU3188-M1A","8496.779715","108333.94","108333.94","216667.88","216667.88"
"10243","019005008-0000","NU319-E-XL-M1","358.3518450000001","4568.99","4568.99","9137.98","9137.98"
"2734","019005008-0030","NU319-E-XL-M1 C3","358.3518450000001","4568.99","4568.99","9137.98","9137.98"
"10244","019005008-0050","NU319-E-XL-M1-C5","387.57093","4941.53","4941.53","9883.06","9883.06"
"10245","080679110-0030","NU319-E-XL-M1-J20AA-C3","1240.605375","15817.72","15817.72","31635.44","31635.44"
"10246","019249152-0000","NU319-E-XL-M1A","358.3518450000001","4568.99","4568.99","9137.98","9137.98"
"10247","019249152-0030","NU319-E-XL-M1A-C3","358.3518450000001","4568.99","4568.99","9137.98","9137.98"
"10248","016740297-0000","NU319-E-XL-TVP2","229.476405","2925.82","2925.82","5851.64","5851.64"
"10249","016740297-0030","NU319-E-XL-TVP2-C3","229.476405","2925.82","2925.82","5851.64","5851.64"
"10250","016740319-0000","NU320-E-XL-M1","463.050375","5903.89","5903.89","11807.78","11807.78"
"10251","016740319-0030","NU320-E-XL-M1-C3","463.050375","5903.89","5903.89","11807.78","11807.78"
"10252","016740319-0040","NU320-E-XL-M1-C4","513.7146600000001","6549.86","6549.86","13099.72","13099.72"
"10253","038264668-0040","NU320-E-XL-M1-F1-C4","600.146475","7651.87","7651.87","15303.74","15303.74"
"10254","054784697-0040","NU320-E-XL-M1-F1-J20AA-C4","1515.3997500000003","19321.35","19321.35","38642.7","38642.7"
"10255","019249241-0000","NU320-E-XL-M1-F1-T51F","798.3358649999999","10178.78","10178.78","20357.56","20357.56"
"10256","081405839-0030","NU320-E-XL-M1-J20AA-C3","1317.7365000000002","16801.14","16801.14","33602.28","33602.28"
"10257","019249276-0030","NU320-E-XL-M1A-C3","463.050375","5903.89","5903.89","11807.78","11807.78"
"10258","019249276-0040","NU320-E-XL-M1A-C4","481.59791999999993","6140.37","6140.37","12280.74","12280.74"
"10259","016740343-0000","NU320-E-XL-TVP2","289.778265","3694.67","3694.67","7389.34","7389.34"
"10260","016740343-0030","NU320-E-XL-TVP2-C3","289.778265","3694.67","3694.67","7389.34","7389.34"
"10261","019249357-0000","NU321-E-XL-M1","511.838205","6525.94","6525.94","13051.88","13051.88"
"10262","019249357-0030","NU321-E-XL-M1-C3","511.838205","6525.94","6525.94","13051.88","13051.88"
"10263","016740360-0000","NU322-E-XL-M1","555.3285600000002","7080.44","7080.44","14160.88","14160.88"
"10264","016740360-0030","NU322-E-XL-M1-C3","555.3285600000002","7080.44","7080.44","14160.88","14160.88"
"10265","016740360-0040","NU322-E-XL-M1-C4","577.5268950000001","7363.47","7363.47","14726.94","14726.94"
"10266","038264706-0000","NU322-E-XL-M1-F1","774.12066","9870.04","9870.04","19740.08","19740.08"
"10267","038264706-0040","NU322-E-XL-M1-F1-C4","805.1013150000001","10265.04","10265.04","20530.08","20530.08"
"10268","019249438-0000","NU322-E-XL-M1-F1-T51F","774.12066","9870.04","9870.04","19740.08","19740.08"
"10269","055998313-0030","NU322-E-XL-M1-J20AA-C3","1506.811125","19211.84","19211.84","38423.68","38423.68"
"10270","019249462-0030","NU322-E-XL-M1A-C3","555.3285600000002","7080.44","7080.44","14160.88","14160.88"
"10271","016740386-0000","NU322-E-XL-TVP2","378.60990000000004","4827.28","4827.28","9654.56","9654.56"
"10272","016740386-0030","NU322-E-XL-TVP2-C3","378.60990000000004","4827.28","4827.28","9654.56","9654.56"
"10273","019005024-0000","NU324-E-XL-M1","677.400255","8636.85","8636.85","17273.7","17273.7"
"10274","019005024-0030","NU324-E-XL-M1-C3","677.400255","8636.85","8636.85","17273.7","17273.7"
"10275","019005024-0040","NU324-E-XL-M1-C4","716.83134","9139.6","9139.6","18279.2","18279.2"
"10276","038264722-0040","NU324-E-XL-M1-F1-C4","868.0072349999998","11067.09","11067.09","22134.18","22134.18"
"10277","019249705-0000","NU324-E-XL-M1-F1-T51F","1017.3577349999999","12971.31","12971.31","25942.62","25942.62"
"10278","071249320-0030","NU324-E-XL-M1-J20AA-C3","2038.1681250000004","25986.64","25986.64","51973.28","51973.28"
"10279","039025349-0030","NU324-E-XL-M1-S2-C3","742.1570999999999","9462.5","9462.5","18925","18925"
"10280","019249730-0030","NU324-E-XL-M1A-C3","677.400255","8636.85","8636.85","17273.7","17273.7"
"10281","095479414-0030","NU324-E-XL-MCA-C3","677.400255","8636.85","8636.85","17273.7","17273.7"
"10282","016740416-0000","NU324-E-XL-TVP2","482.87441999999993","6156.65","6156.65","12313.3","12313.3"
"10283","016740416-0030","NU324-E-XL-TVP2-C3","482.87441999999993","6156.65","6156.65","12313.3","12313.3"
"10284","019249799-0000","NU326-E-XL-M1","821.3511600000002","10472.23","10472.23","20944.46","20944.46"
"10285","019249799-0030","NU326-E-XL-M1-C3","821.3511600000002","10472.23","10472.23","20944.46","20944.46"
"10286","019249799-0040","NU326-E-XL-M1-C4","892.311795","11376.98","11376.98","22753.96","22753.96"
"10287","038264749-0040","NU326-E-XL-M1-F1-C4","1423.897455","18154.69","18154.69","36309.38","36309.38"
"10288","083602500-0030","NU326-E-XL-M1-J20AA-C3","2737.9815","34909.26","34909.26","69818.52","69818.52"
"10289","038264765-0030","NU326-E-XL-M1A-C3","821.3511600000002","10472.23","10472.23","20944.46","20944.46"
"10290","016740432-0000","NU326-E-XL-TVP2","592.742775","7557.47","7557.47","15114.94","15114.94"
"10291","016740432-0030","NU326-E-XL-TVP2-C3","592.742775","7557.47","7557.47","15114.94","15114.94"
"10292","019008627-0000","NU328-E-XL-M1","941.59746","12005.37","12005.37","24010.74","24010.74"
"10293","019008627-0030","NU328-E-XL-M1-C3","941.59746","12005.37","12005.37","24010.74","24010.74"
"10294","019008627-0040","NU328-E-XL-M1-C4","979.5733349999999","12489.56","12489.56","24979.12","24979.12"
"10295","038264781-0030","NU328-E-XL-M1-F1-C3","1326.1558499999999","16908.49","16908.49","33816.98","33816.98"
"10296","038264781-0040","NU328-E-XL-M1-F1-C4","1379.4241950000003","17587.66","17587.66","35175.32","35175.32"
"10297","038575523-0000","NU328-E-XL-M1-F1-T51F","1467.579285","18711.64","18711.64","37423.28","37423.28"
"10298","039060276-0030","NU328-E-XL-M1-J20AA-C3","2821.8420000000006","35978.49","35978.49","71956.98","71956.98"
"10299","086197703-0030","NU328-E-XL-MPAX-J30PC-C3","1403.76705","17898.03","17898.03","35796.06","35796.06"
"10300","019008643-0030","NU328-E-XL-TVP2-C3","840.4603649999999","10715.87","10715.87","21431.74","21431.74"
"10301","016740440-0000","NU330-E-XL-M1","1183.0346700000002","15083.69","15083.69","30167.38","30167.38"
"10302","016740440-0030","NU330-E-XL-M1-C3","1183.0346700000002","15083.69","15083.69","30167.38","30167.38"
"10303","016740440-0040","NU330-E-XL-M1-C4","1230.380055","15687.35","15687.35","31374.7","31374.7"
"10304","038264820-0030","NU330-E-XL-M1A-C3","1183.0346700000002","15083.69","15083.69","30167.38","30167.38"
