id,ref,nombre,usd,costoAntes,costoDespues,precioAntes,precioDespues
"14131","019096208-0030","6084-M-C3","8533.45356","108801.53","108801.53","217603.06","217603.06"
"14133","038448807-0030","6088-M-C3","9229.19712","117672.26","117672.26","235344.52","235344.52"
"14132","038905876-0030","60880-MA-C3","1992.016545","25398.21","25398.21","50796.42","50796.42"
"14134","055184863-0000","61701-2RSR-HLC","10.607715","135.25","135.25","270.5","270.5"
"14135","069719659-0000","61702-2RSR-HLC","12.254400000000002","156.24","156.24","312.48","312.48"
"14137","055451403-0000","61800-2RSR-HLC","7.824945","99.77","99.77","199.54","199.54"
"14136","300456026-0000","61800-2RSR>N","7.824945","99.77","99.77","199.54","199.54"
"14139","055451462-0000","61800-2Z-HLC","6.956925000000001","88.7","88.7","177.4","177.4"
"14140","055451462-0030","61800-2Z-HLC-C3","6.956925000000001","88.7","88.7","177.4","177.4"
"14138","094357269-0000","61800-2Z>N","6.956925000000001","88.7","88.7","177.4","177.4"
"14141","055452213-0000","61800-HLC","6.25485","79.75","79.75","159.5","159.5"
"14142","055452949-0000","61801-2RSR-HLC","8.32278","106.12","106.12","212.24","212.24"
"14143","094314772-0000","61801-2Z-CO7","8.258955","105.3","105.3","210.6","210.6"
"14144","055491375-0000","61801-2Z-HLC","8.258955","105.3","105.3","210.6","210.6"
"14145","055453597-0000","61801-HLC","7.097339999999999","90.49","90.49","180.98","180.98"
"14146","055453805-0000","61802-2RSR-HLC","8.641905","110.18","110.18","220.36","220.36"
"14148","055491456-0000","61802-2Z-HLC","8.52702","108.72","108.72","217.44","217.44"
"14147","065809092-0000","61802-2Z>N","8.52702","108.72","108.72","217.44","217.44"
"14149","055454178-0000","61802-HLC","7.9525950000000005","101.4","101.4","202.8","202.8"
"14150","055187692-0000","61803-2RSR-HLC","9.586514999999999","122.23","122.23","244.46","244.46"
"14152","055454232-0000","61803-2Z-HLC","9.497160000000001","121.09","121.09","242.18","242.18"
"14151","094316252-0000","61803-2Z>N","9.497160000000001","121.09","121.09","242.18","242.18"
"14153","055454313-0000","61803-HLC","9.318449999999999","118.81","118.81","237.62","237.62"
"14154","055454356-0000","61804-2RSR-HLC","11.20767","142.9","142.9","285.8","285.8"
"14155","055454356-0030","61804-2RSR-HLC-C3","11.20767","142.9","142.9","285.8","285.8"
"14156","055454631-0000","61804-2Z-HLC","10.301355000000001","131.34","131.34","262.68","262.68"
"14157","055454933-0000","61804-HLC","10.109879999999999","128.9","128.9","257.8","257.8"
"14158","055455034-0000","61805-2RSR-HLC","11.424674999999999","145.66","145.66","291.32","291.32"
"14159","055455034-0030","61805-2RSR-HLC-C3","11.424674999999999","145.66","145.66","291.32","291.32"
"14160","055517234-0000","61805-2Z-HLC","11.424674999999999","145.66","145.66","291.32","291.32"
"14161","055455360-0000","61805-HLC","10.23753","130.53","130.53","261.06","261.06"
"14162","055455980-0000","61806-2RSR-HLC","12.752235","162.59","162.59","325.18","325.18"
"14163","055456073-0000","61806-2Z-HLC","12.752235","162.59","162.59","325.18","325.18"
"14164","055457045-0000","61806-HLC","11.41191","145.5","145.5","291","291"
"14165","050536850-0000","61806-HLW","11.41191","145.5","145.5","291","291"
"14167","055457380-0000","61807-2RSR-HLC","14.718044999999998","187.66","187.66","375.32","375.32"
"14166","300458894-0000","61807-2RSR>N","14.718044999999998","187.66","187.66","375.32","375.32"
"14168","055457541-0000","61807-2Z-HLC","14.718044999999998","187.66","187.66","375.32","375.32"
"14169","055190014-0000","61808-2RSR-HLC","19.01985","242.5","242.5","485","485"
"14170","000905810-0000","61808-2Z-HLC","19.01985","242.5","242.5","485","485"
"14171","055457886-0000","61808-HLC","17.143395","218.58","218.58","437.16","437.16"
"14173","009619380-0000","61809-2RS-Y","31.261485000000004","398.58","398.58","797.16","797.16"
"14172","074857851-0000","61809-2RSR-Y","31.261485000000004","398.58","398.58","797.16","797.16"
"14174","078784514-0000","61809-2RZ-Y","31.261485000000004","398.58","398.58","797.16","797.16"
"14175","009619399-0000","61809-2Z-Y","31.261485000000004","398.58","398.58","797.16","797.16"
"14176","009619372-0000","61809-Y","27.814935","354.64","354.64","709.28","709.28"
"14178","009619410-0000","61810-2RS-Y","39.533204999999995","504.05","504.05","1008.1","1008.1"
"14177","078803969-0000","61810-2RSR-Y","39.533204999999995","504.05","504.05","1008.1","1008.1"
"14179","078916712-0000","61810-2RZ-Y","39.533204999999995","504.05","504.05","1008.1","1008.1"
"14180","009619429-0000","61810-2Z-Y","35.56329","453.43","453.43","906.86","906.86"
"14181","009619402-0000","61810-Y","28.134059999999998","358.71","358.71","717.42","717.42"
"14182","078627931-0000","61811-2RSR-Y","48.02193","612.28","612.28","1224.56","1224.56"
"14183","009619445-0000","61811-2RSR-Y-A","48.02193","612.28","612.28","1224.56","1224.56"
"14184","078701201-0000","61811-2RZ-Y","43.235054999999996","551.25","551.25","1102.5","1102.5"
"14185","009619453-0000","61811-2Z-Y-A","43.235054999999996","551.25","551.25","1102.5","1102.5"
"14186","009619470-0000","61812-2RSR-Y","52.28544","666.64","666.64","1333.28","1333.28"
"14187","079752284-0000","61812-2RZ-Y","49.643085","632.95","632.95","1265.9","1265.9"
"14188","009619488-0000","61812-2Z-Y","49.643085","632.95","632.95","1265.9","1265.9"
"14189","009619461-0000","61812-Y","45.698699999999995","582.66","582.66","1165.32","1165.32"
"14190","078725666-0000","61813-2RSR-Y","56.370239999999995","718.72","718.72","1437.44","1437.44"
"14191","078774810-0000","61813-2RZ-Y","56.153235","715.95","715.95","1431.9","1431.9"
"14192","009619615-0000","61813-2Z-Y","56.153235","715.95","715.95","1431.9","1431.9"
"14193","079750605-0000","61813-Y","49.26013499999999","628.07","628.07","1256.14","1256.14"
"14194","079747051-0000","61814-2RSR-Y","60.40398000000001","770.15","770.15","1540.3","1540.3"
"14195","079729460-0000","61814-2RZ-Y","60.40398000000001","770.15","770.15","1540.3","1540.3"
"14196","009619623-0000","61814-Y","53.319405","679.82","679.82","1359.64","1359.64"
"14197","080728715-0000","61815-2RSR-Y","69.020355","880.01","880.01","1760.02","1760.02"
"14198","009619674-0000","61815-2Z-Y","69.020355","880.01","880.01","1760.02","1760.02"
"14199","009619658-0000","61815-Y","57.11061","728.16","728.16","1456.32","1456.32"
"14200","009619712-0000","61816-2RSR-Y","76.15598999999999","970.99","970.99","1941.98","1941.98"
"14201","080719422-0000","61816-2RZ-Y","76.15598999999999","970.99","970.99","1941.98","1941.98"
"14203","009619747-0000","61817-2RS-Y","106.166505","1353.62","1353.62","2707.24","2707.24"
"14202","080728871-0000","61817-2RSR-Y","106.166505","1353.62","1353.62","2707.24","2707.24"
"14204","080720463-0000","61817-2RZ-Y","99.10746","1263.62","1263.62","2527.24","2527.24"
"14205","009619739-0000","61817-Y","82.040655","1046.02","1046.02","2092.04","2092.04"
"14207","009619798-0000","61818-2RS-Y","122.122755","1557.07","1557.07","3114.14","3114.14"
"14206","080082831-0000","61818-2RSR-Y","122.122755","1557.07","1557.07","3114.14","3114.14"
"14208","080721311-0000","61818-2RZ-Y","122.122755","1557.07","1557.07","3114.14","3114.14"
"14209","009619801-0000","61818-2Z-Y","122.122755","1557.07","1557.07","3114.14","3114.14"
"14210","009619780-0000","61818-Y","106.74093000000002","1360.95","1360.95","2721.9","2721.9"
"14211","009619828-0000","61819-2RSR-Y","124.471515","1587.01","1587.01","3174.02","3174.02"
"14212","009619828-0030","61819-2RSR-Y-C3","124.471515","1587.01","1587.01","3174.02","3174.02"
"14213","080721486-0000","61819-2RZ-Y","124.471515","1587.01","1587.01","3174.02","3174.02"
"14214","009619810-0000","61819-Y","108.96204","1389.27","1389.27","2778.54","2778.54"
"14215","080728898-0000","61820-2RSR-Y","138.50025","1765.88","1765.88","3531.76","3531.76"
"14216","080721869-0000","61820-2RZ-Y","138.50025","1765.88","1765.88","3531.76","3531.76"
"14217","009619844-0000","61820-Y","121.254735","1546","1546","3092","3092"
"14218","009619844-0030","61820-Y-C3","121.254735","1546","1546","3092","3092"
"14219","009619844-0050","61820-Y-C5","133.100655","1697.03","1697.03","3394.06","3394.06"
"14221","009619895-0000","61821-2RS-Y","147.61445999999998","1882.08","1882.08","3764.16","3764.16"
"14220","080728944-0000","61821-2RSR-Y","147.61445999999998","1882.08","1882.08","3764.16","3764.16"
"14222","084053380-0000","61821-2RZ-Y","147.61445999999998","1882.08","1882.08","3764.16","3764.16"
"14223","009619879-0000","61821-Y","129.23286","1647.72","1647.72","3295.44","3295.44"
"14225","009619925-0000","61822-2RS-Y","160.494345","2046.3","2046.3","4092.6","4092.6"
"14224","080729177-0000","61822-2RSR-Y","160.494345","2046.3","2046.3","4092.6","4092.6"
"14226","080721931-0000","61822-2RZ-Y","160.494345","2046.3","2046.3","4092.6","4092.6"
"14229","009620532-0000","61824-2RS-Y","179.51419499999997","2288.81","2288.81","4577.62","4577.62"
"14227","080729193-0000","61824-2RSR-Y","179.51419499999997","2288.81","2288.81","4577.62","4577.62"
"14228","080729193-0030","61824-2RSR-Y-C3","179.51419499999997","2288.81","2288.81","4577.62","4577.62"
"14230","080722091-0000","61824-2RZ-Y","179.51419499999997","2288.81","2288.81","4577.62","4577.62"
"14231","009620540-0000","61824-2Z-Y","179.51419499999997","2288.81","2288.81","4577.62","4577.62"
"14232","009620516-0000","61824-Y","156.74143500000002","1998.45","1998.45","3996.9","3996.9"
"14233","009620516-0040","61824-Y-C4","163.16223","2080.32","2080.32","4160.64","4160.64"
"14234","009664092-0000","61826-2RS-HLU","198.99358500000002","2537.17","2537.17","5074.34","5074.34"
"14235","009664092-0030","61826-2RS-HLU-C3","198.99358500000002","2537.17","2537.17","5074.34","5074.34"
"14236","009664262-0000","61826-2RZ-HLU","191.42394000000002","2440.66","2440.66","4881.32","4881.32"
"14237","009663410-0000","61826-HLU","171.599895","2187.9","2187.9","4375.8","4375.8"
"14238","019097352-0000","61826-T","171.599895","2187.9","2187.9","4375.8","4375.8"
"14239","009664483-0000","61828-2RS-HLU","214.65624","2736.87","2736.87","5473.74","5473.74"
"14240","009664904-0000","61828-2RZ-HLU","214.65624","2736.87","2736.87","5473.74","5473.74"
"14241","009664459-0000","61828-HLU","190.14744000000002","2424.38","2424.38","4848.76","4848.76"
"14242","019097360-0000","61828-M","596.35527","7603.53","7603.53","15207.06","15207.06"
"14243","038448939-0000","61828-T","190.14744000000002","2424.38","2424.38","4848.76","4848.76"
"14244","038448939-0030","61828-T-C3","190.134675","2424.22","2424.22","4848.44","4848.44"
"8143","019097409-0000","61830","286.4466","3652.19","3652.19","7304.38","7304.38"
"8144","019097409-0030","61830-C3","286.4466","3652.19","3652.19","7304.38","7304.38"
"14245","009665951-0000","61830-HLU","286.4466","3652.19","3652.19","7304.38","7304.38"
"14246","083422102-0030","61830-MA-C3","343.73591999999996","4382.63","4382.63","8765.26","8765.26"
"14247","038448947-0000","61830-MB","386.7667350000001","4931.28","4931.28","9862.56","9862.56"
"8145","019097425-0000","61832","318.00168","4054.52","4054.52","8109.04","8109.04"
"8146","019097425-0030","61832-C3","318.00168","4054.52","4054.52","8109.04","8109.04"
"14248","009646159-0000","61834-HLU","320.822745","4090.49","4090.49","8180.98","8180.98"
"14249","009646159-0030","61834-HLU-C3","320.822745","4090.49","4090.49","8180.98","8180.98"
"14250","019097450-0000","61834-M","349.81206000000003","4460.1","4460.1","8920.2","8920.2"
"14251","019097450-0030","61834-M-C3","349.81206000000003","4460.1","4460.1","8920.2","8920.2"
"8147","016719158-0000","61836","390.81324000000006","4982.87","4982.87","9965.74","9965.74"
"8148","016719158-0030","61836-C3","390.81324000000006","4982.87","4982.87","9965.74","9965.74"
"8149","038382113-0000","61838","476.45362500000005","6074.78","6074.78","12149.56","12149.56"
"8150","038382113-0030","61838-C3","476.45362500000005","6074.78","6074.78","12149.56","12149.56"
"8151","038382113-0040","61838-C4","495.5500650000001","6318.26","6318.26","12636.52","12636.52"
"14252","038543788-0000","61838-M","514.5571500000001","6560.6","6560.6","13121.2","13121.2"
"14253","038841460-0030","61838-MA-C3","514.5571500000001","6560.6","6560.6","13121.2","13121.2"
"8152","019097590-0000","61840","484.801935","6181.22","6181.22","12362.44","12362.44"
"8153","019097590-0030","61840-C3","484.801935","6181.22","6181.22","12362.44","12362.44"
"14254","019097620-0000","61840-M","567.96591","7241.57","7241.57","14483.14","14483.14"
"14255","019097638-0000","61840-MA","567.96591","7241.57","7241.57","14483.14","14483.14"
"8154","019097646-0000","61844","496.239375","6327.05","6327.05","12654.1","12654.1"
"8155","019097646-0030","61844-C3","496.239375","6327.05","6327.05","12654.1","12654.1"
"14256","009620664-0000","61844-HLU","496.239375","6327.05","6327.05","12654.1","12654.1"
"14257","016719174-0000","61844-M","581.44575","7413.43","7413.43","14826.86","14826.86"
"14260","016719174-0030","61844-M-C3","581.44575","7413.43","7413.43","14826.86","14826.86"
"14258","038907402-0000","61844-MA","581.44575","7413.43","7413.43","14826.86","14826.86"
"14259","038907402-0030","61844-MA-C3","581.44575","7413.43","7413.43","14826.86","14826.86"
"14261","009696024-0000","61848-HLU","725.8051350000001","9254.02","9254.02","18508.04","18508.04"
"14262","019097700-0000","61848-M","774.0823649999998","9869.55","9869.55","19739.1","19739.1"
"14264","019097700-0030","61848-M-C3","774.0823649999998","9869.55","9869.55","19739.1","19739.1"
"14263","038448963-0030","61848-MA-C3","774.0823649999998","9869.55","9869.55","19739.1","19739.1"
"8156","038382121-0000","61852","749.062965","9550.55","9550.55","19101.1","19101.1"
"8157","038382121-0030","61852-C3","749.062965","9550.55","9550.55","19101.1","19101.1"
"14265","016719182-0000","61852-M","798.9102899999998","10186.11","10186.11","20372.22","20372.22"
"14268","016719182-0030","61852-M-C3","798.9102899999998","10186.11","10186.11","20372.22","20372.22"
"14266","019097786-0000","61852-MA","798.9102899999998","10186.11","10186.11","20372.22","20372.22"
"14267","019097786-0030","61852-MA-C3","798.9102899999998","10186.11","10186.11","20372.22","20372.22"
"8158","038448980-0000","61856","746.739735","9520.93","9520.93","19041.86","19041.86"
"8159","038448980-0030","61856-C3","746.739735","9520.93","9520.93","19041.86","19041.86"
"14269","019097832-0000","61856-M","874.849275","11154.33","11154.33","22308.66","22308.66"
"14271","019097832-0030","61856-M-C3","874.849275","11154.33","11154.33","22308.66","22308.66"
"14270","038448998-0030","61856-MA-C3","874.849275","11154.33","11154.33","22308.66","22308.66"
"14272","019097875-0000","61860-M","1200.1270049999998","15301.62","15301.62","30603.24","30603.24"
"14274","019097875-0030","61860-M-C3","1200.1270049999998","15301.62","15301.62","30603.24","30603.24"
"14273","038907445-0000","61860-MA","1200.1270049999998","15301.62","15301.62","30603.24","30603.24"
"14275","019097905-0000","61864-M","1439.6239349999998","18355.21","18355.21","36710.42","36710.42"
"14278","019097905-0030","61864-M-C3","1439.6239349999998","18355.21","18355.21","36710.42","36710.42"
"14276","019097921-0000","61864-MA","1439.6239349999998","18355.21","18355.21","36710.42","36710.42"
"14277","019097921-0030","61864-MA-C3","1439.6239349999998","18355.21","18355.21","36710.42","36710.42"
"14279","019097956-0000","61868-M","1580.651655","20153.31","20153.31","40306.62","40306.62"
"14281","019097956-0030","61868-M-C3","1580.651655","20153.31","20153.31","40306.62","40306.62"
"14282","006996060-0000","61868-M-HLU","1580.651655","20153.31","20153.31","40306.62","40306.62"
"14280","038476207-0030","61868-MA-C3","1580.651655","20153.31","20153.31","40306.62","40306.62"
"14283","019097980-0000","61872-M","2051.6290950000002","26158.27","26158.27","52316.54","52316.54"
"14286","019097980-0030","61872-M-C3","2051.6290950000002","26158.27","26158.27","52316.54","52316.54"
"14287","019097980-4030","61872-M-C5-J26C","3313.00257","42240.78","42240.78","84481.56","84481.56"
"14284","019098049-0000","61872-MA","2051.6290950000002","26158.27","26158.27","52316.54","52316.54"
"14285","019098049-0030","61872-MA-C3","2051.6290950000002","26158.27","26158.27","52316.54","52316.54"
"14288","016719190-0000","61876-M","2469.97644","31492.2","31492.2","62984.4","62984.4"
"14291","016719190-0030","61876-M-C3","2469.97644","31492.2","31492.2","62984.4","62984.4"
"14289","038449030-0000","61876-MA","2469.97644","31492.2","31492.2","62984.4","62984.4"
"14290","038449030-0030","61876-MA-C3","2469.97644","31492.2","31492.2","62984.4","62984.4"
"14292","019098111-0000","61880-M","2664.374625","33970.78","33970.78","67941.56","67941.56"
"14294","019098111-0030","61880-M-C3","2664.374625","33970.78","33970.78","67941.56","67941.56"
"14293","019098146-0000","61880-MA","2664.374625","33970.78","33970.78","67941.56","67941.56"
"14295","019098162-0000","61884-M","4468.2606000000005","56970.32","56970.32","113940.64","113940.64"
"14297","019098162-0030","61884-M-C3","4468.2606000000005","56970.32","56970.32","113940.64","113940.64"
"14296","038449048-0030","61884-MA-C3","4468.2606000000005","56970.32","56970.32","113940.64","113940.64"
"14298","019002769-0000","61888-M","5106.58719","65108.99","65108.99","130217.98","130217.98"
"14299","019002769-0030","61888-M-C3","5106.58719","65108.99","65108.99","130217.98","130217.98"
"14300","016719204-0000","61892-M","5478.55929","69851.63","69851.63","139703.26","139703.26"
"14302","016719204-0030","61892-M-C3","5478.55929","69851.63","69851.63","139703.26","139703.26"
"14301","038449072-0030","61892-MA-C3","5478.55929","69851.63","69851.63","139703.26","139703.26"
"14303","019098308-0000","61896-M","6916.281240000001","88182.59","88182.59","176365.18","176365.18"
"14305","019098308-0030","61896-M-C3","6916.281240000001","88182.59","88182.59","176365.18","176365.18"
"14304","038449080-0030","61896-MA-C3","6916.281240000001","88182.59","88182.59","176365.18","176365.18"
"14307","055457991-0000","61900-2RSR-HLC","7.50582","95.7","95.7","191.4","191.4"
"14306","083350381-0000","61900-2RSR>N","7.50582","95.7","95.7","191.4","191.4"
"14309","055458262-0000","61900-2Z-HLC","7.32711","93.42","93.42","186.84","186.84"
"14308","089701895-0000","61900-2Z>N","7.32711","93.42","93.42","186.84","186.84"
"14310","055458335-0000","61900-HLC","7.059045","90","90","180","180"
"14311","055458408-0000","61901-2RSR-HLC","7.50582","95.7","95.7","191.4","191.4"
"14312","066416671-0000","61901-2RSR-HLN","7.50582","95.7","95.7","191.4","191.4"
"14314","055458475-0000","61901-2Z-HLC","7.32711","93.42","93.42","186.84","186.84"
"14313","073066117-0000","61901-2Z>N","7.32711","93.42","93.42","186.84","186.84"
"14315","055460984-0000","61902-2RSR-HLC","8.386605000000001","106.93","106.93","213.86","213.86"
"14317","055192629-0000","61902-2Z-HLC","8.386605000000001","106.93","106.93","213.86","213.86"
"14316","084698543-0000","61902-2Z>N","8.386605000000001","106.93","106.93","213.86","213.86"
"14318","055492096-0000","61902-HLC","7.493055","95.54","95.54","191.08","191.08"
"14319","055461174-0000","61903-2RSR-HLC","10.505595","133.95","133.95","267.9","267.9"
"14321","055461204-0000","61903-2Z-HLC","8.999325","114.74","114.74","229.48","229.48"
"14320","085607231-0000","61903-2Z>N","8.999325","114.74","114.74","229.48","229.48"
"14322","062404903-0000","61903-HLC","10.326885","131.67","131.67","263.34","263.34"
"14323","055194010-0000","61904-2RSR-HLC","10.352415","131.99","131.99","263.98","263.98"
"14324","055461301-0000","61904-2Z-HLC","10.326885","131.67","131.67","263.34","263.34"
"14325","055492690-0000","61904-HLC","10.224765","130.37","130.37","260.74","260.74"
"14327","055461395-0000","61905-2RSR-HLC","10.365179999999999","132.16","132.16","264.32","264.32"
"14328","055461484-0000","61905-2Z-HLC","10.326885","131.67","131.67","263.34","263.34"
"14329","064452158-0000","61905-HLC","9.80352","124.99","124.99","249.98","249.98"
"14326","300518340-0000","61905>N","9.80352","124.99","124.99","249.98","249.98"
"14330","055461549-0000","61906-2RSR-HLC","11.807625","150.55","150.55","301.1","301.1"
"14331","097470295-0000","61906-2Z-CO7","11.526795000000002","146.97","146.97","293.94","293.94"
"14332","055461573-0000","61906-2Z-HLC","11.526795000000002","146.97","146.97","293.94","293.94"
"14333","064452352-0000","61906-HLC","11.15661","142.25","142.25","284.5","284.5"
"8160","009786597-0000","61907","29.499914999999998","376.12","376.12","752.24","752.24"
"14335","009671021-0000","61907-2RSR-HLC","30.61047","390.28","390.28","780.56","780.56"
"14334","093043007-0000","61907-2RSR>N","30.61047","390.28","390.28","780.56","780.56"
"14336","009695826-0000","61907-2Z-HLC","30.61047","390.28","390.28","780.56","780.56"
"8161","009786600-0000","61908","27.827700000000004","354.8","354.8","709.6","709.6"
"14337","009792201-0000","61908-2RS","32.435865","413.56","413.56","827.12","827.12"
"8162","079751997-0000","61908-2RSR","32.435865","413.56","413.56","827.12","827.12"
"14338","079731180-0000","61908-2RZ","32.435865","413.56","413.56","827.12","827.12"
"8163","009792244-0000","61908-2Z","32.435865","413.56","413.56","827.12","827.12"
"14339","009792309-0000","61909-2RS","39.009840000000004","497.38","497.38","994.76","994.76"
"8164","078894840-0000","61909-2RSR","39.009840000000004","497.38","497.38","994.76","994.76"
"14340","079739172-0000","61909-2RZ","39.009840000000004","497.38","497.38","994.76","994.76"
"8165","009792473-0000","61909-2Z","39.009840000000004","497.38","497.38","994.76","994.76"
"8166","009786627-0000","61910","34.835685","444.15","444.15","888.3","888.3"
"8167","070727724-0000","61910-2RSR","44.57538","568.34","568.34","1136.68","1136.68"
"14341","081864086-0000","61910-2RZ","42.966989999999996","547.83","547.83","1095.66","1095.66"
"8168","009787020-0000","61911","39.08643000000001","498.35","498.35","996.7","996.7"
"8169","009792546-0000","61911-2RSR","57.39144","731.74","731.74","1463.48","1463.48"
"8170","009787020-0030","61911-C3","39.08643000000001","498.35","498.35","996.7","996.7"
"14342","009792570-0000","61912-2RS","62.650619999999996","798.8","798.8","1597.6","1597.6"
"8171","079218156-0000","61912-2RSR","62.650619999999996","798.8","798.8","1597.6","1597.6"
"8172","009786660-0000","61913","49.362255","629.37","629.37","1258.74","1258.74"
"8173","009786716-0000","61914","56.383005000000004","718.88","718.88","1437.76","1437.76"
"14343","081705948-0000","61914-2RZ","82.30872000000001","1049.44","1049.44","2098.88","2098.88"
"8174","081003811-0000","61916","106.56222","1358.67","1358.67","2717.34","2717.34"
"8175","019002777-0000","61917","116.72316","1488.22","1488.22","2976.44","2976.44"
"8176","019002777-0030","61917-C3","116.72316","1488.22","1488.22","2976.44","2976.44"
"8177","050307100-0000","61918","131.951805","1682.39","1682.39","3364.78","3364.78"
"14344","019098626-0000","61926-M","435.7460400000001","5555.76","5555.76","11111.52","11111.52"
"14345","019098626-0030","61926-M-C3","435.7460400000001","5555.76","5555.76","11111.52","11111.52"
"14346","039014371-0030","61928-MA-C3","501.10284","6389.06","6389.06","12778.12","12778.12"
"14347","078452961-0000","61930-MA","560.43456","7145.54","7145.54","14291.08","14291.08"
"8178","038493950-0000","61932","589.908945","7521.34","7521.34","15042.68","15042.68"
"8179","016719239-0000","61934","514.30185","6557.35","6557.35","13114.7","13114.7"
"8180","016719239-0030","61934-C3","514.30185","6557.35","6557.35","13114.7","13114.7"
"8181","019098693-0000","61936","649.700205","8283.68","8283.68","16567.36","16567.36"
"8182","019098693-0030","61936-C3","649.700205","8283.68","8283.68","16567.36","16567.36"
"8183","019098731-0000","61938","757.96017","9663.99","9663.99","19327.98","19327.98"
"8184","019098731-0030","61938-C3","757.96017","9663.99","9663.99","19327.98","19327.98"
"8185","019098782-0000","61940","866.2711949999999","11044.96","11044.96","22089.92","22089.92"
"8186","019098782-0030","61940-C3","866.2711949999999","11044.96","11044.96","22089.92","22089.92"
"14348","019098804-0000","61940-M","866.2711949999999","11044.96","11044.96","22089.92","22089.92"
"14349","019098804-0030","61940-M-C3","866.2711949999999","11044.96","11044.96","22089.92","22089.92"
"8187","019098847-0000","61944","909.570075","11597.02","11597.02","23194.04","23194.04"
"8188","019098847-0030","61944-C3","909.570075","11597.02","11597.02","23194.04","23194.04"
"14350","019098871-0000","61944-M","909.570075","11597.02","11597.02","23194.04","23194.04"
"14351","038449102-0000","61944-MA","909.570075","11597.02","11597.02","23194.04","23194.04"
"14352","038449102-0030","61944-MA-C3","909.570075","11597.02","11597.02","23194.04","23194.04"
"14353","038449102-0040","61944-MA-C4","982.330575","12524.71","12524.71","25049.42","25049.42"
"8189","019098910-0000","61948","870.2411099999999","11095.57","11095.57","22191.14","22191.14"
"14354","019098944-0000","61948-M","933.1215","11897.3","11897.3","23794.6","23794.6"
"14357","019098944-0030","61948-M-C3","933.1215","11897.3","11897.3","23794.6","23794.6"
"14355","038449110-0000","61948-MA","933.1215","11897.3","11897.3","23794.6","23794.6"
"14356","038449110-0030","61948-MA-C3","933.1215","11897.3","11897.3","23794.6","23794.6"
"14358","019099002-0000","61952-M","1195.08483","15237.33","15237.33","30474.66","30474.66"
"14362","019099002-0030","61952-M-C3","1195.08483","15237.33","15237.33","30474.66","30474.66"
"14359","019099037-0000","61952-MA","1195.08483","15237.33","15237.33","30474.66","30474.66"
"14360","019099037-0030","61952-MA-C3","1195.08483","15237.33","15237.33","30474.66","30474.66"
"14361","019099037-0040","61952-MA-C4","1242.90252","15847.01","15847.01","31694.02","31694.02"
"14363","019099070-0000","61956-M","1536.791115","19594.09","19594.09","39188.18","39188.18"
"14365","019099070-0030","61956-M-C3","1536.791115","19594.09","19594.09","39188.18","39188.18"
"14364","019099100-0000","61956-MA","1536.791115","19594.09","19594.09","39188.18","39188.18"
"14366","019099126-0000","61960-M","1725.8918250000002","22005.12","22005.12","44010.24","44010.24"
"14368","019099126-0030","61960-M-C3","1725.8918250000002","22005.12","22005.12","44010.24","44010.24"
"14367","038612984-0030","61960-MA-C3","1725.8918250000002","22005.12","22005.12","44010.24","44010.24"
"14369","019099177-0000","61964-M","2517.040995","32092.27","32092.27","64184.54","64184.54"
"14370","019099240-0000","61968-M","2554.2892650000003","32567.19","32567.19","65134.38","65134.38"
"14372","019099240-0030","61968-M-C3","2554.2892650000003","32567.19","32567.19","65134.38","65134.38"
"14371","038911892-0030","61968-MA-C3","2554.2892650000003","32567.19","32567.19","65134.38","65134.38"
"14373","019099290-0000","61972-M","2878.545795","36701.46","36701.46","73402.92","73402.92"
"14374","019099320-0000","61972-MA","2878.545795","36701.46","36701.46","73402.92","73402.92"
"14375","019099320-0030","61972-MA-C3","2878.545795","36701.46","36701.46","73402.92","73402.92"
"14376","019099371-0000","61976-M","3448.2094500000003","43964.67","43964.67","87929.34","87929.34"
"14377","019099371-0030","61976-M-C3","3448.2094500000003","43964.67","43964.67","87929.34","87929.34"
"14378","038449145-0030","61988-M-C3","4001.189250000001","51015.16","51015.16","102030.32","102030.32"
"14379","038449161-0000","61992-MA","4357.35828","55556.32","55556.32","111112.64","111112.64"
"14380","038449188-0000","61996-M","4575.193005","58333.71","58333.71","116667.42","116667.42"
"14381","062141589-0000","6200-C","2.667885","34.02","34.02","68.04","68.04"
"10948","062148796-0000","6200-C-2HRS","3.4465500000000002","43.94","43.94","87.88","87.88"
"10949","062148796-0030","6200-C-2HRS-C3","3.4465500000000002","43.94","43.94","87.88","87.88"
"10950","095662391-0030","6200-C-2HRS-C3>V","3.4465500000000002","43.94","43.94","87.88","87.88"
"10952","069039232-0030","6200-C-2HRS-L038-C3","3.4465500000000002","43.94","43.94","87.88","87.88"
"10953","095662405-0030","6200-C-2HRS-L038-C3>V","3.4465500000000002","43.94","43.94","87.88","87.88"
"10951","095662405-0000","6200-C-2HRS-L038>V","3.4465500000000002","43.94","43.94","87.88","87.88"
"14383","059371951-0000","6200-C-2Z","2.974245","37.92","37.92","75.84","75.84"
"14384","059371951-0030","6200-C-2Z-C3","2.974245","37.92","37.92","75.84","75.84"
"14385","069039135-0000","6200-C-2Z-L038","2.974245","37.92","37.92","75.84","75.84"
"11266","095662430-0030","6200-C-2Z-L038-C3>V","2.974245","37.92","37.92","75.84","75.84"
"14386","095662430-0000","6200-C-2Z-L038>V","2.974245","37.92","37.92","75.84","75.84"
