sap,desc,familia,usd,costo,precio,marca
"016711645-0000","32013-X","Cónicos","38.14182","486.31","972.62","FAG"
"098635662-0000","32013-XDY","Cónicos","38.14182","486.31","972.62","FAG"
"083308822-0000","32013-X-XL","Cónicos","38.14182","486.31","972.62","FAG"
"016711653-0000","32014-X","Cónicos","42.66063000000001","543.92","1087.85","FAG"
"079305083-0000","32014-X-XL","Cónicos","42.66063000000001","543.92","1087.85","FAG"
"016711661-0000","32015-X","Cónicos","49.311195000000005","628.72","1257.44","FAG"
"082345228-0000","32015-X-XL","Cónicos","49.311195000000005","628.72","1257.44","FAG"
"016711688-0000","32016-X","Cónicos","52.38756000000001","667.94","1335.88","FAG"
"082993378-0000","32016-X-XL","Cónicos","52.38756000000001","667.94","1335.88","FAG"
"083241523-4082","32016-X-XL-DF-A150-200","Cónicos","187.14766500000005","2386.13","4772.27","FAG"
"083021396-0000","32016-X-XL-P5","Cónicos","98.686215","1258.25","2516.5","FAG"
"016711696-0000","32017-X","Cónicos","58.48923","745.74","1491.48","FAG"
"079339450-0000","32017-X-XL","Cónicos","58.48923","745.74","1491.48","FAG"
"083642625-4081","32017-X-XL-DF-A170-220","Cónicos","553.962705","7063.02","14126.05","FAG"
"016711718-0000","32018-XA","Cónicos","66.875835","852.67","1705.33","FAG"
"083851763-0000","32018-X-XL","Cónicos","66.875835","852.67","1705.33","FAG"
"016711726-0000","32019-XA","Cónicos","69.122475","881.31","1762.62","FAG"
"085294608-0000","32019-X-XL","Cónicos","69.122475","881.31","1762.62","FAG"
"086874977-4080","32019-X-XL-DF-A170-220","Cónicos","573.30168","7309.6","14619.19","FAG"
"016711769-0000","32020-X","Cónicos","71.062755","906.05","1812.1","FAG"
"078283850-0000","32020-X-XL","Cónicos","71.062755","906.05","1812.1","FAG"
"016711777-0000","32021-X","Cónicos","85.55103","1090.78","2181.55","FAG"
"086507621-0000","32021-X-XL","Cónicos","85.55103","1090.78","2181.55","FAG"
"016711785-0000","32022-X","Cónicos","117.859245","1502.71","3005.41","FAG"
"078172772-0000","32022-X-XL","Cónicos","117.859245","1502.71","3005.41","FAG"
"083704426-0000","32022-X-XL-P5","Cónicos","131.9901","1682.87","3365.75","FAG"
"016711815-0000","32024-X","Cónicos","127.24152000000001","1622.33","3244.66","FAG"
"083328866-0000","32024-X-XL","Cónicos","127.24152000000001","1622.33","3244.66","FAG"
"016711831-0000","32026-X","Cónicos","207.48230999999998","2645.4","5290.8","FAG"
"083692380-0000","32026-X-XL","Cónicos","207.48230999999998","2645.4","5290.8","FAG"
"016711840-0000","32028-X","Cónicos","289.956975","3696.95","7393.9","FAG"
"079343490-0000","32028-X-XL","Cónicos","289.956975","3696.95","7393.9","FAG"
"016711904-0000","32030-X","Cónicos","418.15587","5331.49","10662.97","FAG"
"083210326-0000","32030-X-XL","Cónicos","418.15587","5331.49","10662.97","FAG"
"016711912-0000","32032-X","Cónicos","531.164415","6772.35","13544.69","FAG"
"083952357-0000","32032-X-XL","Cónicos","531.164415","6772.35","13544.69","FAG"
"016712510-0000","32203-A","Cónicos","17.449755","222.48","444.97","FAG"
"054012392-0000","32203-DY","Cónicos","17.449755","222.48","444.97","FAG"
"016712536-0000","32205-A","Cónicos","18.43266","235.02","470.03","FAG"
"019055447-0000","32205-B","Cónicos","23.857785","304.19","608.37","FAG"
"086983725-0000","32205-B-XL","Cónicos","19.07091","243.15","486.31","FAG"
"092989322-0000","32205-XL","Cónicos","18.43266","235.02","470.03","FAG"
"016712552-0000","32206-A","Cónicos","19.42833","247.71","495.42","FAG"
"087301148-0000","32206-XL","Cónicos","19.42833","247.71","495.42","FAG"
"016712579-0000","32207-A","Cónicos","21.39414","272.78","545.55","FAG"
"092366686-0000","32207-XL","Cónicos","21.39414","272.78","545.55","FAG"
"016712595-0000","32208-A","Cónicos","21.981329999999996","280.26","560.52","FAG"
"087766205-0000","32208-XL","Cónicos","21.981329999999996","280.26","560.52","FAG"
"016712617-0000","32209-A","Cónicos","29.38503","374.66","749.32","FAG"
"079176119-0000","32209-XL","Cónicos","29.38503","374.66","749.32","FAG"
"016712633-0000","32210-A","Cónicos","30.597704999999998","390.12","780.24","FAG"
"016712650-0000","32211-A","Cónicos","35.537760000000006","453.11","906.21","FAG"
"079289355-0000","32211-XL","Cónicos","35.537760000000006","453.11","906.21","FAG"
"016712676-0000","32212-A","Cónicos","44.562614999999994","568.17","1136.35","FAG"
"016712684-0000","32213-A","Cónicos","56.587245","721.49","1442.97","FAG"
"095640061-0000","32213-A>B","Cónicos","56.587245","721.49","1442.97","FAG"
"016712692-0000","32214-A","Cónicos","56.229825000000005","716.93","1433.86","FAG"
"016712706-0000","32215-A","Cónicos","71.54782499999999","912.23","1824.47","FAG"
"093749350-0000","32215-XL","Cónicos","71.54782499999999","912.23","1824.47","FAG"
"016712714-0000","32216-A","Cónicos","75.05819999999999","956.99","1913.98","FAG"
"093089686-0000","32216-XL","Cónicos","75.05819999999999","956.99","1913.98","FAG"
"016712722-0000","32217-A","Cónicos","85.62762","1091.75","2183.5","FAG"
"092370390-0000","32217-XL","Cónicos","85.62762","1091.75","2183.5","FAG"
"016712730-0000","32218-A","Cónicos","109.40881499999999","1394.96","2789.92","FAG"
"078333202-0000","32218-XL","Cónicos","109.40881499999999","1394.96","2789.92","FAG"
"016712749-0000","32219-A","Cónicos","155.74576500000003","1985.76","3971.52","FAG"
"039239810-0000","32219-DY","Cónicos","155.74576500000003","1985.76","3971.52","FAG"
"089076311-0000","32219-XL","Cónicos","155.74576500000003","1985.76","3971.52","FAG"
"016712765-0000","32220-A","Cónicos","190.68357","2431.22","4862.43","FAG"
"039252590-4080","32220-A-N11CA-A230-280","Cónicos","367.210755","4681.94","9363.87","FAG"
"088470504-0000","32220-XL","Cónicos","190.68357","2431.22","4862.43","FAG"
"016712773-0000","32221-A","Cónicos","228.51903000000001","2913.62","5827.24","FAG"
"084263750-0000","32221-XL","Cónicos","228.51903000000001","2913.62","5827.24","FAG"
"016712781-0000","32222-A","Cónicos","308.64493500000003","3935.22","7870.45","FAG"
"078360951-0000","32222-XL","Cónicos","308.64493500000003","3935.22","7870.45","FAG"
"016712803-0000","32224-A","Cónicos","455.621145","5809.17","11618.34","FAG"
"092390072-0000","32224-XL","Cónicos","455.621145","5809.17","11618.34","FAG"
"016712889-0000","32303-A","Cónicos","17.168925","218.9","437.81","FAG"
"016712897-0000","32304-A","Cónicos","16.645559999999996","212.23","424.46","FAG"
"016712919-0000","32305-A","Cónicos","21.036720000000003","268.22","536.44","FAG"
"094633452-0000","32305-A>A","Cónicos","21.036720000000003","268.22","536.44","FAG"
"039239829-0000","32305-DY","Cónicos","21.036720000000003","268.22","536.44","FAG"
"016712927-0000","32306-A","Cónicos","24.96834","318.35","636.69","FAG"
"039239837-0000","32306-DY","Cónicos","24.96834","318.35","636.69","FAG"
"016712943-0000","32307-A","Cónicos","28.41489","362.29","724.58","FAG"
"094633460-0000","32307-A>B","Cónicos","28.41489","362.29","724.58","FAG"
"038278855-0000","32307-B","Cónicos","34.376145","438.3","876.59","FAG"
"095642072-0000","32307-B>A","Cónicos","34.376145","438.3","876.59","FAG"
"016712978-0000","32308-A","Cónicos","34.10808","434.88","869.76","FAG"
"092325025-0000","32308-B-XL-W10B","Cónicos","70.960635","904.75","1809.5","FAG"
"016712994-0000","32309-A","Cónicos","47.12838","600.89","1201.77","FAG"
"019006837-0000","32309-BA","Cónicos","77.904795","993.29","1986.57","FAG"
"095642528-0000","32309-BA>A","Cónicos","77.904795","993.29","1986.57","FAG"
"016713001-0000","32310-A","Cónicos","59.84232","762.99","1525.98","FAG"
"095642544-0000","32310-A>A","Cónicos","59.84232","762.99","1525.98","FAG"
"019056559-0000","32310-B","Cónicos","71.79036","915.33","1830.65","FAG"
"039239845-0000","32310-DY","Cónicos","59.84232","762.99","1525.98","FAG"
"016713010-0000","32311-A","Cónicos","73.539165","937.62","1875.25","FAG"
"095642587-0000","32311-A>A","Cónicos","73.539165","937.62","1875.25","FAG"
"016713028-0000","32311-B","Cónicos","109.98324","1402.29","2804.57","FAG"
"095642595-0000","32311-B>A","Cónicos","109.98324","1402.29","2804.57","FAG"
"016713036-0000","32312-A","Cónicos","92.482425","1179.15","2358.3","FAG"
"016713044-0000","32312-BA","Cónicos","138.20665499999998","1762.13","3524.27","FAG"
"094637989-0000","32312-BA>A","Cónicos","113.35319999999999","1445.25","2890.51","FAG"
"016713052-0000","32313-A","Cónicos","129.1818","1647.07","3294.14","FAG"
"016713060-0000","32313-BA","Cónicos","175.250685","2234.45","4468.89","FAG"
"016713079-0000","32314-A","Cónicos","143.09564999999998","1824.47","3648.94","FAG"
"019056583-0000","32314-BA","Cónicos","205.60585500000002","2621.47","5242.95","FAG"
"016713087-0000","32315-A","Cónicos","186.85407000000004","2382.39","4764.78","FAG"
"019056591-0000","32315-B","Cónicos","268.44795","3422.71","6845.42","FAG"
"016713109-0000","32316-A","Cónicos","233.84203499999998","2981.49","5962.97","FAG"
"016713117-0000","32316-B","Cónicos","352.00764","4488.1","8976.19","FAG"
"016713125-0000","32317-A","Cónicos","308.006685","3927.09","7854.17","FAG"
"019056605-0000","32317-B","Cónicos","396.034125","5049.44","10098.87","FAG"
"075376270-0000","32317-B-XL","Cónicos","396.034125","5049.44","10098.87","FAG"
"088478114-0000","32317-XL","Cónicos","308.006685","3927.09","7854.17","FAG"
"016713133-0000","32318-A","Cónicos","426.287175","5435.16","10870.32","FAG"
"016713141-0000","32319-A","Cónicos","502.18786500000004","6402.9","12805.79","FAG"
"039253325-0000","32909","Cónicos","52.298204999999996","666.8","1333.6","FAG"
"019056664-0000","32915","Cónicos","65.05044","829.39","1658.79","FAG"
"039297160-0000","32917","Cónicos","116.88910499999999","1490.34","2980.67","FAG"
"016713222-0000","32919","Cónicos","122.72270999999999","1564.71","3129.43","FAG"
"016713230-0000","32921","Cónicos","132.487935","1689.22","3378.44","FAG"
"019056680-0000","32922","Cónicos","137.53010999999998","1753.51","3507.02","FAG"
"016713249-0000","32924","Cónicos","144.257265","1839.28","3678.56","FAG"
"016713257-0000","32926","Cónicos","168.67671","2150.63","4301.26","FAG"
"019002220-0000","32928","Cónicos","242.930715","3097.37","6194.73","FAG"
"019056737-0000","32930","Cónicos","304.21547999999996","3878.75","7757.49","FAG"
"019056745-0000","32932","Cónicos","374.83146","4779.1","9558.2","FAG"
"016713265-0000","32934","Cónicos","380.1672300000001","4847.13","9694.26","FAG"
"019056800-0000","32936","Cónicos","446.123985","5688.08","11376.16","FAG"
"021937001-0000","33009","Cónicos","28.772309999999997","366.85","733.69","FAG"
"092646735-0000","33009-XL","Cónicos","28.772309999999997","366.85","733.69","FAG"
"016713303-0000","33010","Cónicos","31.27425","398.75","797.49","FAG"
"039253627-4080","33010-N11CB-A180-220","Cónicos","110.710845","1411.56","2823.13","FAG"
"093025688-0000","33010-XL","Cónicos","31.27425","398.75","797.49","FAG"
"016713311-0000","33011","Cónicos","38.66518500000001","492.98","985.96","FAG"
"092648738-0000","33011-XL","Cónicos","38.66518500000001","492.98","985.96","FAG"
"016713320-0000","33012","Cónicos","41.42242500000001","528.14","1056.27","FAG"
"092648673-0000","33012-XL","Cónicos","41.42242500000001","528.14","1056.27","FAG"
"016713338-0000","33013","Cónicos","49.375020000000006","629.53","1259.06","FAG"
"066491380-0000","33013-DY","Cónicos","49.375020000000006","629.53","1259.06","FAG"
"067056717-0000","33013-DZ","Cónicos","49.375020000000006","629.53","1259.06","FAG"
"092648711-0000","33013-XL","Cónicos","49.375020000000006","629.53","1259.06","FAG"
"016713346-0000","33014","Cónicos","57.62121","734.67","1469.34","FAG"
"016713354-0000","33015","Cónicos","63.288869999999996","806.93","1613.87","FAG"
"016713362-0000","33016","Cónicos","74.17741500000001","945.76","1891.52","FAG"
"016713370-0000","33017","Cónicos","74.93055000000001","955.36","1910.73","FAG"
"016713389-0000","33018","Cónicos","87.63172500000002","1117.3","2234.61","FAG"
"016713397-0000","33019","Cónicos","88.20615","1124.63","2249.26","FAG"
"016713400-0000","33020","Cónicos","102.06893999999998","1301.38","2602.76","FAG"
"016713419-0000","33021","Cónicos","114.14462999999999","1455.34","2910.69","FAG"
"016713427-0000","33022","Cónicos","143.09564999999998","1824.47","3648.94","FAG"
"038816890-0000","33022-QP41","Cónicos","143.09564999999998","1824.47","3648.94","FAG"
"019002270-0000","33024","Cónicos","175.88893499999998","2242.58","4485.17","FAG"
"016713664-0000","33108","Cónicos","31.68273","403.95","807.91","FAG"
"016713680-0000","33109","Cónicos","34.133610000000004","435.2","870.41","FAG"
"016713729-0000","33110","Cónicos","35.039925","446.76","893.52","FAG"
"016713737-0000","33111","Cónicos","37.80993000000001","482.08","964.15","FAG"
"039253902-4080","33111-N11CA-A180-220","Cónicos","92.95472999999997","1185.17","2370.35","FAG"
"019006845-0000","33112","Cónicos","44.21796","563.78","1127.56","FAG"
"016713745-0000","33113","Cónicos","57.889275","738.09","1476.18","FAG"
"019002327-0000","33114","Cónicos","64.246245","819.14","1638.28","FAG"
"016713753-0000","33115","Cónicos","74.93055000000001","955.36","1910.73","FAG"
"016713761-0000","33116","Cónicos","80.12590500000002","1021.61","2043.21","FAG"
"039239888-0000","33116-DY","Cónicos","80.12590500000002","1021.61","2043.21","FAG"
"016713770-0000","33117","Cónicos","90.031545","1147.9","2295.8","FAG"
"016713788-0000","33118","Cónicos","113.0979","1442","2884","FAG"
"016713818-0000","33122","Cónicos","202.235895","2578.51","5157.02","FAG"
"016713958-0000","33205","Cónicos","16.300905","207.84","415.67","FAG"
"016713974-0000","33206","Cónicos","21.228195","270.66","541.32","FAG"
"016713990-0000","33207","Cónicos","23.462069999999997","299.14","598.28","FAG"
"092989780-0000","33207-XL","Cónicos","23.462069999999997","299.14","598.28","FAG"
"016714016-0000","33208","Cónicos","27.585165","351.71","703.42","FAG"
"016714032-0000","33209","Cónicos","32.72946","417.3","834.6","FAG"
"016714075-0000","33210","Cónicos","39.277905","500.79","1001.59","FAG"
"016714091-0000","33211","Cónicos","42.35427","540.02","1080.03","FAG"
"084889071-0000","33211-XL","Cónicos","42.35427","540.02","1080.03","FAG"
"016714105-0000","33212","Cónicos","55.093740000000004","702.45","1404.89","FAG"
"016714113-0000","33213","Cónicos","63.633525","811.33","1622.65","FAG"
"016714121-0000","33214","Cónicos","77.84097","992.47","1984.94","FAG"
"016714130-0000","33215","Cónicos","81.504525","1039.18","2078.37","FAG"
"079330703-0000","33215-XL","Cónicos","81.504525","1039.18","2078.37","FAG"
"016714148-0000","33216","Cónicos","88.64016000000001","1130.16","2260.32","FAG"
"016714156-0000","33217","Cónicos","140.785185","1795.01","3590.02","FAG"
"039297217-0000","33219","Cónicos","223.64280000000002","2851.45","5702.89","FAG"
"016714164-0000","33220","Cónicos","266.188545","3393.9","6787.81","FAG"
"016714628-0000","51100","Axiales de bolas","9.254625","118","235.99","FAG"
"016714636-0000","51101","Axiales de bolas","8.73126","111.32","222.65","FAG"
"016714644-0000","51102","Axiales de bolas","8.514255","108.56","217.11","FAG"
"016714652-0000","51103","Axiales de bolas","8.718495","111.16","222.32","FAG"
"016714660-0000","51104","Axiales de bolas","8.999325","114.74","229.48","FAG"
"003561747-0000","51104-AH01-HLG","Axiales de bolas","32.712255000000006","417.08","834.16","INA"
"016714679-0000","51105","Axiales de bolas","10.16094","129.55","259.1","FAG"
"016714687-0000","51106","Axiales de bolas","10.607715","135.25","270.5","FAG"
"016714695-0000","51107","Axiales de bolas","11.38638","145.18","290.35","FAG"
"016714709-0000","51108","Axiales de bolas","13.22454","168.61","337.23","FAG"
"016714717-0000","51109","Axiales de bolas","15.08823","192.37","384.75","FAG"
"016714725-0000","51110","Axiales de bolas","16.97745","216.46","432.92","FAG"
"016714733-0000","51111","Axiales de bolas","21.687734999999996","276.52","553.04","FAG"
"016714741-0000","51112","Axiales de bolas","24.138614999999998","307.77","615.53","FAG"
"016714750-0000","51113","Axiales de bolas","26.98521","344.06","688.12","FAG"
"016714776-0000","51114","Axiales de bolas","29.257380000000005","373.03","746.06","FAG"
"016714784-0000","51115","Axiales de bolas","33.303885","424.62","849.25","FAG"
"016714792-0000","51116","Axiales de bolas","37.643984999999994","479.96","959.92","FAG"
"016714806-0000","51117","Axiales de bolas","41.971320000000006","535.13","1070.27","FAG"
"016714814-0000","51118","Axiales de bolas","50.39622000000001","642.55","1285.1","FAG"
"016714822-0000","51120","Axiales de bolas","66.09717","842.74","1685.48","FAG"
"016714849-0000","51122","Axiales de bolas","82.88314500000001","1056.76","2113.52","FAG"
"016714857-0000","51124","Axiales de bolas","100.53714000000001","1281.85","2563.7","FAG"
"016714865-0000","51126","Axiales de bolas","123.118425","1569.76","3139.52","FAG"
"016714873-0000","51128","Axiales de bolas","145.840125","1859.46","3718.92","FAG"
"019061137-0000","51130-MP","Axiales de bolas","223.87257","2854.38","5708.75","FAG"
"019061161-0000","51132-MP","Axiales de bolas","269.915925","3441.43","6882.86","FAG"
"019061196-0000","51134-MP","Axiales de bolas","313.546695","3997.72","7995.44","FAG"
"019061234-0000","51136-MP","Axiales de bolas","322.92896999999994","4117.34","8234.69","FAG"
"019061269-0000","51138-MP","Axiales de bolas","377.69082","4815.56","9631.12","FAG"
"019061285-0000","51140-MP","Axiales de bolas","424.25754000000006","5409.28","10818.57","FAG"
"019061366-0000","51144-MP","Axiales de bolas","517.6079850000001","6599.5","13199","FAG"
"016714970-0000","51200","Axiales de bolas","11.02896","140.62","281.24","FAG"
"016714989-0000","51201","Axiales de bolas","11.552325","147.29","294.58","FAG"
"016714997-0000","51202","Axiales de bolas","11.271495","143.71","287.42","FAG"
"016715004-0000","51203","Axiales de bolas","11.82039","150.71","301.42","FAG"
"016715012-0000","51204","Axiales de bolas","12.420345000000001","158.36","316.72","FAG"
"016715020-0000","51205","Axiales de bolas","13.888320000000004","177.08","354.15","FAG"
"016715039-0000","51206","Axiales de bolas","14.781870000000003","188.47","376.94","FAG"
"016715047-0000","51207","Axiales de bolas","18.30501","233.39","466.78","FAG"
"016715055-0000","51208","Axiales de bolas","21.445200000000003","273.43","546.85","FAG"
"006154964-0000","51208-J","Axiales de bolas","21.445200000000003","273.43","546.85","FAG"
"016715071-0000","51209","Axiales de bolas","23.296125","297.03","594.05","FAG"
"016715080-0000","51210","Axiales de bolas","26.181015000000002","333.81","667.62","FAG"
"016715098-0000","51211","Axiales de bolas","34.580385","440.9","881.8","FAG"
"016715101-0000","51212","Axiales de bolas","37.937580000000004","483.7","967.41","FAG"
"016715110-0000","51213","Axiales de bolas","43.554179999999995","555.32","1110.63","FAG"
"016715128-0000","51214","Axiales de bolas","48.341055","616.35","1232.7","FAG"
"016715136-0000","51215","Axiales de bolas","53.587469999999996","683.24","1366.48","FAG"
"016715144-0000","51216","Axiales de bolas","58.43817","745.09","1490.17","FAG"
"016715152-0000","51217","Axiales de bolas","76.13046","970.66","1941.33","FAG"
"016715160-0000","51218","Axiales de bolas","90.97615499999999","1159.95","2319.89","FAG"
"016715179-0000","51220","Axiales de bolas","120.80796000000002","1540.3","3080.6","FAG"
"016715187-0000","51222","Axiales de bolas","150.60147","1920.17","3840.34","FAG"
"016715195-0000","51224","Axiales de bolas","174.45925499999998","2224.36","4448.71","FAG"
"016715209-0000","51226","Axiales de bolas","220.57920000000001","2812.38","5624.77","FAG"
"016715217-0000","51228","Axiales de bolas","385.4647050000001","4914.67","9829.35","FAG"
"016715225-0000","51230-MP","Axiales de bolas","431.57188499999995","5502.54","11005.08","FAG"
"019062214-0000","51232-MP","Axiales de bolas","500.400765","6380.11","12760.22","FAG"
"016715233-0000","51234-MP","Axiales de bolas","570.3402","7271.84","14543.68","FAG"
"016715276-0000","51305","Axiales de bolas","19.121969999999997","243.81","487.61","FAG"
"016715284-0000","51306","Axiales de bolas","20.78142","264.96","529.93","FAG"
"016715292-0000","51307","Axiales de bolas","26.181015000000002","333.81","667.62","FAG"
"016715306-0000","51308","Axiales de bolas","31.78485","405.26","810.51","FAG"
"016715314-0000","51309","Axiales de bolas","37.350390000000004","476.22","952.43","FAG"
"016715322-0000","51310","Axiales de bolas","49.719675","633.93","1267.85","FAG"
"016715330-0000","51311","Axiales de bolas","63.250575","806.44","1612.89","FAG"
"016715349-0000","51312","Axiales de bolas","75.82409999999999","966.76","1933.51","FAG"
"016715357-0000","51313","Axiales de bolas","94.12911","1200.15","2400.29","FAG"
"016715365-0000","51314","Axiales de bolas","111.89799","1426.7","2853.4","FAG"
"016715373-0000","51315","Axiales de bolas","135.99831","1733.98","3467.96","FAG"
"016715381-0000","51316","Axiales de bolas","149.78451","1909.75","3819.51","FAG"
"019006853-0000","51317","Axiales de bolas","179.23336500000002","2285.23","4570.45","FAG"
"016715390-0000","51318","Axiales de bolas","201.45723","2568.58","5137.16","FAG"
"016715403-0000","51320","Axiales de bolas","242.73924","3094.93","6189.85","FAG"
"019006861-0000","51322-MP","Axiales de bolas","454.07658000000004","5789.48","11578.95","FAG"
"016715420-0000","51405","Axiales de bolas","37.490805","478.01","956.02","FAG"
"016715438-0000","51406","Axiales de bolas","39.048135","497.86","995.73","FAG"
"016715446-0000","51407","Axiales de bolas","49.22184000000001","627.58","1255.16","FAG"
"019006900-0000","51408","Axiales de bolas","55.9107","712.86","1425.72","FAG"
"016715454-0000","51409","Axiales de bolas","74.73907499999999","952.92","1905.85","FAG"
"016715462-0000","51410","Axiales de bolas","89.35499999999998","1139.28","2278.55","FAG"
"016715470-0000","51411","Axiales de bolas","135.53877000000003","1728.12","3456.24","FAG"
"038811480-0000","51412-MP","Axiales de bolas","223.61727","2851.12","5702.24","FAG"
"019063130-0000","51413-MP","Axiales de bolas","278.34082500000005","3548.85","7097.69","FAG"
"019063148-0000","51414-MP","Axiales de bolas","373.950675","4767.87","9535.74","FAG"
"038442949-0000","51415-MP","Axiales de bolas","447.51536999999996","5705.82","11411.64","FAG"
"019063180-0000","51416-MP","Axiales de bolas","521.080065","6643.77","13287.54","FAG"
"020676514-0000","7200-B-XL-2RS-TVP","Contacto angular","64.399425","821.09","1642.19","FAG"
"016724925-0000","7200-B-XL-JP","Contacto angular","11.360850000000001","144.85","289.7","FAG"
"019114206-0000","7200-B-XL-JP-UA","Contacto angular","18.20289","232.09","464.17","FAG"
"019114214-0000","7200-B-XL-JP-UO","Contacto angular","18.20289","232.09","464.17","FAG"
"016724933-0000","7200-B-XL-TVP","Contacto angular","12.420345000000001","158.36","316.72","FAG"
"019114230-0000","7200-B-XL-TVP-UA","Contacto angular","20.85801","265.94","531.88","FAG"
"019114249-0000","7200-B-XL-TVP-UO","Contacto angular","20.85801","265.94","531.88","FAG"
"020676522-0000","7201-B-XL-2RS-TVP","Contacto angular","64.756845","825.65","1651.3","FAG"
"019114257-0000","7201-B-XL-JP","Contacto angular","12.828825","163.57","327.14","FAG"
"019114265-0000","7201-B-XL-JP-UA","Contacto angular","18.79008","239.57","479.15","FAG"
"019114273-0000","7201-B-XL-JP-UO","Contacto angular","18.79008","239.57","479.15","FAG"
"016724941-0000","7201-B-XL-TVP","Contacto angular","12.420345000000001","158.36","316.72","FAG"
"019003145-0000","7201-B-XL-TVP-UA","Contacto angular","20.717595000000003","264.15","528.3","FAG"
"019114303-0000","7201-B-XL-TVP-UO","Contacto angular","20.717595000000003","264.15","528.3","FAG"
"020676530-0000","7202-B-XL-2RS-TVP","Contacto angular","65.71422","837.86","1675.71","FAG"
"019114311-0000","7202-B-XL-JP","Contacto angular","13.798965","175.94","351.87","FAG"
"019114320-0000","7202-B-XL-JP-UA","Contacto angular","21.713265000000007","276.84","553.69","FAG"
"019114338-0000","7202-B-XL-JP-UO","Contacto angular","21.713265000000007","276.84","553.69","FAG"
"016724950-0000","7202-B-XL-TVP","Contacto angular","11.922509999999999","152.01","304.02","FAG"
"019114354-0000","7202-B-XL-TVP-P5-UL","Contacto angular","40.5927","517.56","1035.11","FAG"
"019114370-0000","7202-B-XL-TVP-UA","Contacto angular","20.755890000000004","264.64","529.28","FAG"
"016724968-0000","7202-B-XL-TVP-UO","Contacto angular","20.755890000000004","264.64","529.28","FAG"
"020676549-0000","7203-B-XL-2RS-TVP","Contacto angular","66.952425","853.64","1707.29","FAG"
"019114389-0000","7203-B-XL-JP","Contacto angular","14.232975000000003","181.47","362.94","FAG"
"019114397-0000","7203-B-XL-JP-UA","Contacto angular","27.751109999999997","353.83","707.65","FAG"
"019114400-0000","7203-B-XL-JP-UO","Contacto angular","27.751109999999997","353.83","707.65","FAG"
"019114419-0000","7203-B-XL-MP","Contacto angular","20.360174999999998","259.59","519.18","FAG"
"016724976-0000","7203-B-XL-MP-UA","Contacto angular","32.014619999999994","408.19","816.37","FAG"
"016724984-0000","7203-B-XL-TVP","Contacto angular","12.713940000000001","162.1","324.21","FAG"
"019114435-0000","7203-B-XL-TVP-P5-UL","Contacto angular","18.02418","229.81","459.62","FAG"
"016724992-0000","7203-B-XL-TVP-UA","Contacto angular","21.457964999999998","273.59","547.18","FAG"
"019114460-0000","7203-B-XL-TVP-UO","Contacto angular","21.457964999999998","273.59","547.18","FAG"
"020676565-0000","7204-B-XL-2RS-TVP","Contacto angular","74.202945","946.09","1892.18","FAG"
"016725000-0000","7204-B-XL-JP","Contacto angular","15.152054999999999","193.19","386.38","FAG"
"019114478-0000","7204-B-XL-JP-UA","Contacto angular","26.436315","337.06","674.13","FAG"
"019114486-0000","7204-B-XL-JP-UO","Contacto angular","26.436315","337.06","674.13","FAG"
"016725018-0000","7204-B-XL-TVP","Contacto angular","13.888320000000004","177.08","354.15","FAG"
"019114494-0000","7204-B-XL-TVP-P5-UL","Contacto angular","48.085755","613.09","1226.19","FAG"
"016725026-0000","7204-B-XL-TVP-P5-UO","Contacto angular","48.085755","613.09","1226.19","FAG"
"019114508-0000","7204-B-XL-TVP-UA","Contacto angular","24.30456","309.88","619.77","FAG"
"016725034-0000","7204-B-XL-TVP-UO","Contacto angular","24.30456","309.88","619.77","FAG"
"020676573-0000","7205-B-XL-2RS-TVP","Contacto angular","81.172635","1034.95","2069.9","FAG"
"019114516-0000","7205-B-XL-JP","Contacto angular","16.709385","213.04","426.09","FAG"
"019114524-0000","7205-B-XL-JP-UA","Contacto angular","27.674519999999998","352.85","705.7","FAG"
"019114532-0000","7205-B-XL-JP-UO","Contacto angular","27.674519999999998","352.85","705.7","FAG"
"019114540-0000","7205-B-XL-MP","Contacto angular","26.98521","344.06","688.12","FAG"
"016725042-0000","7205-B-XL-TVP","Contacto angular","15.330765","195.47","390.93","FAG"
"016725069-0000","7205-B-XL-TVP-P5-UL","Contacto angular","51.87696000000001","661.43","1322.86","FAG"
"016725085-0000","7205-B-XL-TVP-UA","Contacto angular","25.644885","326.97","653.94","FAG"
"016725093-0000","7205-B-XL-TVP-UO","Contacto angular","25.644885","326.97","653.94","FAG"
"020676590-0000","7206-B-XL-2RS-TVP","Contacto angular","95.07372000000001","1212.19","2424.38","FAG"
"019114591-0000","7206-B-XL-JP","Contacto angular","19.543215000000004","249.18","498.35","FAG"
"019114605-0000","7206-B-XL-JP-UA","Contacto angular","31.210424999999997","397.93","795.87","FAG"
"019114613-0000","7206-B-XL-JP-UO","Contacto angular","31.210424999999997","397.93","795.87","FAG"
"019114621-0000","7206-B-XL-MP","Contacto angular","26.155485","333.48","666.96","FAG"
"019114648-0000","7206-B-XL-MP-UA","Contacto angular","41.103300000000004","524.07","1048.13","FAG"
"089385110-0000","7206-B-XL-MP-UB","Contacto angular","41.103300000000004","524.07","1048.13","FAG"
"019114656-0000","7206-B-XL-MP-UO","Contacto angular","41.103300000000004","524.07","1048.13","FAG"
"016725107-0000","7206-B-XL-TVP","Contacto angular","17.69229","225.58","451.15","FAG"
