sap,desc,familia,usd,costo,precio,marca
"019114672-0000","7206-B-XL-TVP-P5-UL","Contacto angular","59.650845","760.55","1521.1","FAG"
"016725115-0000","7206-B-XL-TVP-P5-UO","Contacto angular","59.650845","760.55","1521.1","FAG"
"016725123-0000","7206-B-XL-TVP-UA","Contacto angular","28.465950000000007","362.94","725.88","FAG"
"019003153-0000","7206-B-XL-TVP-UO","Contacto angular","28.465950000000007","362.94","725.88","FAG"
"020676611-0000","7207-B-XL-2RS-TVP","Contacto angular","102.8859","1311.8","2623.59","FAG"
"019114680-0000","7207-B-XL-JP","Contacto angular","22.364279999999997","285.14","570.29","FAG"
"019114702-0000","7207-B-XL-JP-UA","Contacto angular","35.86965000000001","457.34","914.68","FAG"
"019114710-0000","7207-B-XL-JP-UO","Contacto angular","35.86965000000001","457.34","914.68","FAG"
"019114737-0000","7207-B-XL-MP-UA","Contacto angular","48.826125","622.53","1245.07","FAG"
"089385144-0000","7207-B-XL-MP-UB","Contacto angular","48.826125","622.53","1245.07","FAG"
"019114745-0000","7207-B-XL-MP-UO","Contacto angular","48.826125","622.53","1245.07","FAG"
"016725131-0000","7207-B-XL-TVP","Contacto angular","21.126075000000004","269.36","538.71","FAG"
"019114753-0000","7207-B-XL-TVP-P5-UA","Contacto angular","63.097395000000006","804.49","1608.98","FAG"
"019114761-0000","7207-B-XL-TVP-P5-UL","Contacto angular","63.097395000000006","804.49","1608.98","FAG"
"016725140-0000","7207-B-XL-TVP-P5-UO","Contacto angular","63.097395000000006","804.49","1608.98","FAG"
"016725158-0000","7207-B-XL-TVP-UA","Contacto angular","31.133835","396.96","793.91","FAG"
"019114788-0000","7207-B-XL-TVP-UO","Contacto angular","31.133835","396.96","793.91","FAG"
"020676620-0000","7208-B-XL-2RS-TVP","Contacto angular","122.74824","1565.04","3130.08","FAG"
"019114796-0000","7208-B-XL-JP","Contacto angular","27.674519999999998","352.85","705.7","FAG"
"019003161-0000","7208-B-XL-JP-UA","Contacto angular","40.3374","514.3","1028.6","FAG"
"016725166-0000","7208-B-XL-JP-UO","Contacto angular","40.3374","514.3","1028.6","FAG"
"019114800-0000","7208-B-XL-MP","Contacto angular","42.62233500000001","543.43","1086.87","FAG"
"019114826-0000","7208-B-XL-MP-UA","Contacto angular","54.14913","690.4","1380.8","FAG"
"089385233-0000","7208-B-XL-MP-UB","Contacto angular","54.14913","690.4","1380.8","FAG"
"019114834-0000","7208-B-XL-MP-UO","Contacto angular","54.14913","690.4","1380.8","FAG"
"016725174-0000","7208-B-XL-TVP","Contacto angular","25.45341","324.53","649.06","FAG"
"019114850-0000","7208-B-XL-TVP-P5-UL","Contacto angular","81.683235","1041.46","2082.92","FAG"
"016725182-0000","7208-B-XL-TVP-UA","Contacto angular","34.9761","445.95","891.89","FAG"
"016725190-0000","7208-B-XL-TVP-UO","Contacto angular","34.9761","445.95","891.89","FAG"
"026800993-0000","7209-B-XL-2RS-TVP","Contacto angular","146.33796","1865.81","3731.62","FAG"
"016725204-0000","7209-B-XL-JP","Contacto angular","30.827474999999996","393.05","786.1","FAG"
"019114885-0000","7209-B-XL-JP-UA","Contacto angular","42.76275","545.23","1090.45","FAG"
"019114893-0000","7209-B-XL-JP-UO","Contacto angular","42.76275","545.23","1090.45","FAG"
"019114907-0000","7209-B-XL-MP","Contacto angular","46.911375","598.12","1196.24","FAG"
"019114923-0000","7209-B-XL-MP-UA","Contacto angular","59.982735","764.78","1529.56","FAG"
"089382854-0000","7209-B-XL-MP-UB","Contacto angular","59.982735","764.78","1529.56","FAG"
"019114931-0000","7209-B-XL-MP-UO","Contacto angular","59.982735","764.78","1529.56","FAG"
"016725212-0000","7209-B-XL-TVP","Contacto angular","28.363829999999997","361.64","723.28","FAG"
"016725220-0000","7209-B-XL-TVP-P5-UO","Contacto angular","78.77281500000001","1004.35","2008.71","FAG"
"016725239-0000","7209-B-XL-TVP-UA","Contacto angular","38.077994999999994","485.49","970.99","FAG"
"016725247-0000","7209-B-XL-TVP-UO","Contacto angular","38.077994999999994","485.49","970.99","FAG"
"019114966-0000","7210-B-XL-JP","Contacto angular","36.699374999999996","467.92","935.83","FAG"
"016725255-0000","7210-B-XL-JP-UA","Contacto angular","49.081425","625.79","1251.58","FAG"
"019114974-0000","7210-B-XL-JP-UO","Contacto angular","49.081425","625.79","1251.58","FAG"
"019114982-0000","7210-B-XL-MP","Contacto angular","51.225945","653.13","1306.26","FAG"
"019115008-0000","7210-B-XL-MP-UA","Contacto angular","60.69757500000001","773.89","1547.79","FAG"
"089383052-0000","7210-B-XL-MP-UB","Contacto angular","60.69757500000001","773.89","1547.79","FAG"
"019115016-0000","7210-B-XL-MP-UO","Contacto angular","60.69757500000001","773.89","1547.79","FAG"
"016725263-0000","7210-B-XL-TVP","Contacto angular","31.50402","401.68","803.35","FAG"
"019115032-0000","7210-B-XL-TVP-P5-UL","Contacto angular","90.09537","1148.72","2297.43","FAG"
"019115040-0000","7210-B-XL-TVP-P5-UO","Contacto angular","90.09537","1148.72","2297.43","FAG"
"016725271-0000","7210-B-XL-TVP-UA","Contacto angular","45.1881","576.15","1152.3","FAG"
"016725280-0000","7210-B-XL-TVP-UO","Contacto angular","45.1881","576.15","1152.3","FAG"
"019115059-0000","7211-B-XL-JP","Contacto angular","42.469155","541.48","1082.96","FAG"
"019115067-0000","7211-B-XL-JP-UA","Contacto angular","56.40853499999999","719.21","1438.42","FAG"
"019115075-0000","7211-B-XL-JP-UO","Contacto angular","56.40853499999999","719.21","1438.42","FAG"
"019115083-0000","7211-B-XL-MP","Contacto angular","72.824325","928.51","1857.02","FAG"
"019115113-0000","7211-B-XL-MP-UA","Contacto angular","73.717875","939.9","1879.81","FAG"
"089312465-0000","7211-B-XL-MP-UB","Contacto angular","73.717875","939.9","1879.81","FAG"
"016725298-0000","7211-B-XL-TVP","Contacto angular","39.124725","498.84","997.68","FAG"
"016725301-0000","7211-B-XL-TVP-P5-UL","Contacto angular","110.072595","1403.43","2806.85","FAG"
"016725310-0000","7211-B-XL-TVP-P5-UO","Contacto angular","110.072595","1403.43","2806.85","FAG"
"016725328-0000","7211-B-XL-TVP-UA","Contacto angular","51.97908","662.73","1325.47","FAG"
"016725336-0000","7211-B-XL-TVP-UO","Contacto angular","51.97908","662.73","1325.47","FAG"
"022753281-0000","7212-B-XL-2RS-TVP","Contacto angular","326.45211000000006","4162.26","8324.53","FAG"
"095286705-0000","7212-B-XL-2RS-TVP-UH","Contacto angular","341.068035","4348.62","8697.23","FAG"
"019115148-0000","7212-B-XL-JP","Contacto angular","51.021705","650.53","1301.05","FAG"
"019115156-0000","7212-B-XL-JP-UA","Contacto angular","70.884045","903.77","1807.54","FAG"
"019115164-0000","7212-B-XL-JP-UO","Contacto angular","70.884045","903.77","1807.54","FAG"
"019115172-0000","7212-B-XL-MP","Contacto angular","85.997805","1096.47","2192.94","FAG"
"019115229-0000","7212-B-XL-MP-UA","Contacto angular","95.92897500000001","1223.09","2446.19","FAG"
"089383192-0000","7212-B-XL-MP-UB","Contacto angular","95.92897500000001","1223.09","2446.19","FAG"
"019115237-0000","7212-B-XL-MP-UO","Contacto angular","95.92897500000001","1223.09","2446.19","FAG"
"016725344-0000","7212-B-XL-TVP","Contacto angular","46.911375","598.12","1196.24","FAG"
"019115253-0000","7212-B-XL-TVP-P5-UL","Contacto angular","128.31378","1636","3272","FAG"
"016725352-0000","7212-B-XL-TVP-UA","Contacto angular","59.25513","755.5","1511.01","FAG"
"016725360-0000","7212-B-XL-TVP-UO","Contacto angular","59.25513","755.5","1511.01","FAG"
"019115288-0000","7213-B-XL-JP","Contacto angular","61.706010000000006","786.75","1573.5","FAG"
"019115296-0000","7213-B-XL-JP-UA","Contacto angular","75.46668","962.2","1924.4","FAG"
"019115300-0000","7213-B-XL-JP-UO","Contacto angular","75.46668","962.2","1924.4","FAG"
"019115318-0000","7213-B-XL-MP","Contacto angular","105.45166499999999","1344.51","2689.02","FAG"
"019115342-0000","7213-B-XL-MP-UA","Contacto angular","115.57431000000001","1473.57","2947.14","FAG"
"089312660-0000","7213-B-XL-MP-UB","Contacto angular","115.57431000000001","1473.57","2947.14","FAG"
"019115350-0000","7213-B-XL-MP-UO","Contacto angular","115.57431000000001","1473.57","2947.14","FAG"
"016725379-0000","7213-B-XL-TVP","Contacto angular","53.53641","682.59","1365.18","FAG"
"016725387-0000","7213-B-XL-TVP-UA","Contacto angular","69.4416","885.38","1770.76","FAG"
"016725395-0000","7213-B-XL-TVP-UO","Contacto angular","69.4416","885.38","1770.76","FAG"
"039088693-0000","7214-B-XL-2RS-TVP","Contacto angular","441.15840000000003","5624.77","11249.54","FAG"
"079514669-0000","7214-B-XL-2RS-TVP-L055","Contacto angular","441.15840000000003","5624.77","11249.54","FAG"
"016725409-0000","7214-B-XL-JP","Contacto angular","70.807455","902.8","1805.59","FAG"
"019115385-0000","7214-B-XL-JP-UA","Contacto angular","83.76393000000002","1067.99","2135.98","FAG"
"019115393-0000","7214-B-XL-JP-UO","Contacto angular","83.76393000000002","1067.99","2135.98","FAG"
"016725417-0000","7214-B-XL-MP","Contacto angular","114.45099000000002","1459.25","2918.5","FAG"
"019115423-0000","7214-B-XL-MP-UA","Contacto angular","121.254735","1546","3092","FAG"
"088950387-0000","7214-B-XL-MP-UB","Contacto angular","121.254735","1546","3092","FAG"
"019115431-0000","7214-B-XL-MP-UO","Contacto angular","121.254735","1546","3092","FAG"
"016725425-0000","7214-B-XL-TVP","Contacto angular","65.20362","831.35","1662.69","FAG"
"019115466-0000","7214-B-XL-TVP-P5-UL","Contacto angular","172.64662500000003","2201.24","4402.49","FAG"
"019115482-0000","7214-B-XL-TVP-UA","Contacto angular","77.07507000000001","982.71","1965.41","FAG"
"019115490-0000","7214-B-XL-TVP-UO","Contacto angular","77.07507000000001","982.71","1965.41","FAG"
"019115504-0000","7215-B-XL-JP","Contacto angular","79.62807000000001","1015.26","2030.52","FAG"
"019115512-0000","7215-B-XL-JP-UA","Contacto angular","99.18405000000001","1264.6","2529.19","FAG"
"019115520-0000","7215-B-XL-JP-UO","Contacto angular","99.18405000000001","1264.6","2529.19","FAG"
"019115539-0000","7215-B-XL-MP","Contacto angular","120.80796000000002","1540.3","3080.6","FAG"
"019115555-0000","7215-B-XL-MP-P5-UO","Contacto angular","240.42877499999997","3065.47","6130.93","FAG"
"019115563-0000","7215-B-XL-MP-P6-UA","Contacto angular","138.768315","1769.3","3538.59","FAG"
"019003170-0000","7215-B-XL-MP-UA","Contacto angular","129.25839000000002","1648.04","3296.09","FAG"
"088969665-0000","7215-B-XL-MP-UB","Contacto angular","129.25839000000002","1648.04","3296.09","FAG"
"019115580-0000","7215-B-XL-MP-UO","Contacto angular","129.25839000000002","1648.04","3296.09","FAG"
"016725441-0000","7215-B-XL-TVP","Contacto angular","69.14800500000001","881.64","1763.27","FAG"
"019115601-0000","7215-B-XL-TVP-P5-UL","Contacto angular","193.82376","2471.25","4942.51","FAG"
"019115610-0000","7215-B-XL-TVP-P5-UO","Contacto angular","193.82376","2471.25","4942.51","FAG"
"016725450-0000","7215-B-XL-TVP-UA","Contacto angular","86.06163","1097.29","2194.57","FAG"
"016725468-0000","7215-B-XL-TVP-UO","Contacto angular","91.23145500000001","1163.2","2326.4","FAG"
"019115636-0000","7216-B-XL-JP","Contacto angular","96.96294","1236.28","2472.55","FAG"
"019115644-0000","7216-B-XL-JP-UA","Contacto angular","109.31945999999999","1393.82","2787.65","FAG"
"019115652-0000","7216-B-XL-JP-UO","Contacto angular","109.31945999999999","1393.82","2787.65","FAG"
"019115660-0000","7216-B-XL-MP","Contacto angular","131.14761000000001","1672.13","3344.26","FAG"
"016725476-0000","7216-B-XL-MP-UA","Contacto angular","148.597365","1894.62","3789.23","FAG"
"093039808-0000","7216-B-XL-MP-UB","Contacto angular","148.597365","1894.62","3789.23","FAG"
"019115725-0000","7216-B-XL-MP-UO","Contacto angular","148.597365","1894.62","3789.23","FAG"
"019003188-0000","7216-B-XL-TVP","Contacto angular","83.189505","1060.67","2121.33","FAG"
"016725484-0000","7216-B-XL-TVP-UA","Contacto angular","100.575435","1282.34","2564.67","FAG"
"016725492-0000","7216-B-XL-TVP-UO","Contacto angular","100.575435","1282.34","2564.67","FAG"
"019115768-0000","7217-B-XL-JP","Contacto angular","117.14440499999999","1493.59","2987.18","FAG"
"019115776-0000","7217-B-XL-JP-UA","Contacto angular","129.551985","1651.79","3303.58","FAG"
"019115784-0000","7217-B-XL-JP-UO","Contacto angular","129.551985","1651.79","3303.58","FAG"
"019115792-0000","7217-B-XL-MP","Contacto angular","168.56182500000003","2149.16","4298.33","FAG"
"019115814-0000","7217-B-XL-MP-UA","Contacto angular","158.656185","2022.87","4045.73","FAG"
"089312686-0000","7217-B-XL-MP-UB","Contacto angular","158.656185","2022.87","4045.73","FAG"
"016725514-0000","7217-B-XL-MP-UO","Contacto angular","158.656185","2022.87","4045.73","FAG"
"016725522-0000","7217-B-XL-TVP","Contacto angular","101.64769499999998","1296.01","2592.02","FAG"
"019115849-0000","7217-B-XL-TVP-UA","Contacto angular","119.14851","1519.14","3038.29","FAG"
"019003196-0000","7217-B-XL-TVP-UO","Contacto angular","126.29691","1610.29","3220.57","FAG"
"019115873-0000","7218-B-XL-JP","Contacto angular","142.036155","1810.96","3621.92","FAG"
"019115881-0000","7218-B-XL-JP-UA","Contacto angular","164.64297","2099.2","4198.4","FAG"
"019115890-0000","7218-B-XL-JP-UO","Contacto angular","164.64297","2099.2","4198.4","FAG"
"016725530-0000","7218-B-XL-MP","Contacto angular","198.13833","2526.26","5052.53","FAG"
"016725549-0000","7218-B-XL-MP-UA","Contacto angular","218.99634000000003","2792.2","5584.41","FAG"
"093039816-0000","7218-B-XL-MP-UB","Contacto angular","218.99634000000003","2792.2","5584.41","FAG"
"019115903-0000","7218-B-XL-MP-UO","Contacto angular","218.99634000000003","2792.2","5584.41","FAG"
"019003200-0000","7218-B-XL-TVP","Contacto angular","130.675305","1666.11","3332.22","FAG"
"016725565-0000","7218-B-XL-TVP-UA","Contacto angular","151.456725","1931.07","3862.15","FAG"
"019115920-0000","7218-B-XL-TVP-UO","Contacto angular","151.456725","1931.07","3862.15","FAG"
"019115938-0000","7219-B-XL-MP","Contacto angular","236.33121000000003","3013.22","6026.45","FAG"
"038406314-0000","7219-B-XL-MP-P6-UA","Contacto angular","273.464595","3486.67","6973.35","FAG"
"016725573-0000","7219-B-XL-MP-UA","Contacto angular","243.90085500000004","3109.74","6219.47","FAG"
"089313445-0000","7219-B-XL-MP-UB","Contacto angular","243.90085500000004","3109.74","6219.47","FAG"
"019115954-0000","7219-B-XL-MP-UO","Contacto angular","243.91362000000007","3109.9","6219.8","FAG"
"016725581-0000","7219-B-XL-TVP","Contacto angular","168.868185","2153.07","4306.14","FAG"
"019115962-0000","7219-B-XL-TVP-UA","Contacto angular","189.26665500000001","2413.15","4826.3","FAG"
"016725590-0000","7219-B-XL-TVP-UO","Contacto angular","189.26665500000001","2413.15","4826.3","FAG"
"019115970-0000","7220-B-XL-JP","Contacto angular","193.300395","2464.58","4929.16","FAG"
"019115989-0000","7220-B-XL-JP-UA","Contacto angular","216.92841000000004","2765.84","5531.67","FAG"
"019115997-0000","7220-B-XL-MP","Contacto angular","209.384295","2669.65","5339.3","FAG"
"019116004-0000","7220-B-XL-MP-S1-UA","Contacto angular","282.15756","3597.51","7195.02","FAG"
"016725603-0000","7220-B-XL-MP-UA","Contacto angular","269.13726","3431.5","6863","FAG"
"092629580-0000","7220-B-XL-MP-UB","Contacto angular","269.13726","3431.5","6863","FAG"
"019116012-0000","7220-B-XL-MP-UO","Contacto angular","269.13726","3431.5","6863","FAG"
"016725611-0000","7220-B-XL-TVP","Contacto angular","177.880275","2267.97","4535.95","FAG"
"016725620-0000","7220-B-XL-TVP-UA","Contacto angular","219.558","2799.36","5598.73","FAG"
"019116039-0000","7220-B-XL-TVP-UO","Contacto angular","219.558","2799.36","5598.73","FAG"
"019116047-0000","7221-B-XL-MP","Contacto angular","295.496985","3767.59","7535.17","FAG"
"016725638-0000","7221-B-XL-MP-UA","Contacto angular","310.993695","3965.17","7930.34","FAG"
"019116071-0000","7222-B-XL-JP","Contacto angular","255.67018499999998","3259.79","6519.59","FAG"
"019116080-0000","7222-B-XL-JP-UA","Contacto angular","282.69369","3604.34","7208.69","FAG"
"019116098-0000","7222-B-XL-MP","Contacto angular","347.33565000000004","4428.53","8857.06","FAG"
"019116101-0000","7222-B-XL-MP-UA","Contacto angular","349.59505500000006","4457.34","8914.67","FAG"
"092861288-0000","7222-B-XL-MP-UB","Contacto angular","349.59505500000006","4457.34","8914.67","FAG"
"019116110-0000","7222-B-XL-MP-UO","Contacto angular","349.59505500000006","4457.34","8914.67","FAG"
"039708810-0000","7222-B-XL-N1-MP","Contacto angular","379.08220500000004","4833.3","9666.6","FAG"
"016725646-0000","7222-B-XL-TVP","Contacto angular","246.98998500000002","3149.12","6298.24","FAG"
"016725654-0000","7222-B-XL-TVP-UA","Contacto angular","260.07411","3315.94","6631.89","FAG"
"016725662-0000","7222-B-XL-TVP-UO","Contacto angular","260.07411","3315.94","6631.89","FAG"
"019116136-0000","7224-B-XL-MP","Contacto angular","401.63795999999996","5120.88","10241.77","FAG"
"019003218-0000","7224-B-XL-MP-UA","Contacto angular","408.35234999999994","5206.49","10412.98","FAG"
"092861237-0000","7224-B-XL-MP-UB","Contacto angular","408.35234999999994","5206.49","10412.98","FAG"
"016725670-0000","7224-B-XL-MP-UO","Contacto angular","408.35234999999994","5206.49","10412.98","FAG"
"019116160-0000","7224-B-XL-TVP","Contacto angular","317.74638","4051.27","8102.53","FAG"
"019116179-0000","7224-B-XL-TVP-UA","Contacto angular","344.73159000000004","4395.33","8790.66","FAG"
"019116187-0000","7224-B-XL-TVP-UO","Contacto angular","344.73159000000004","4395.33","8790.66","FAG"
"019003226-0000","7226-B-XL-MP","Contacto angular","507.5364","6471.09","12942.18","FAG"
"016725689-0000","7226-B-XL-MP-UA","Contacto angular","528.228465","6734.91","13469.83","FAG"
"092861245-0000","7226-B-XL-MP-UB","Contacto angular","528.228465","6734.91","13469.83","FAG"
"016725697-0000","7226-B-XL-MP-UO","Contacto angular","528.228465","6734.91","13469.83","FAG"
"019116195-0000","7226-B-XL-TVP","Contacto angular","393.95342999999997","5022.91","10045.81","FAG"
"019003234-0000","7226-B-XL-TVP-UA","Contacto angular","431.01022499999993","5495.38","10990.76","FAG"
"019003242-0000","7226-B-XL-TVP-UO","Contacto angular","431.01022499999993","5495.38","10990.76","FAG"
"016725778-0000","7301-B-XL-JP","Contacto angular","17.79441","226.88","453.76","FAG"
"019116527-0000","7301-B-XL-JP-UA","Contacto angular","26.027835","331.85","663.71","FAG"
"019116535-0000","7301-B-XL-JP-UO","Contacto angular","26.027835","331.85","663.71","FAG"
"016725786-0000","7301-B-XL-TVP","Contacto angular","15.279705","194.82","389.63","FAG"
"019116543-0000","7301-B-XL-TVP-P5-UL","Contacto angular","21.457964999999998","273.59","547.18","FAG"
"019116551-0000","7301-B-XL-TVP-UA","Contacto angular","23.79396","303.37","606.75","FAG"
"019116560-0000","7301-B-XL-TVP-UO","Contacto angular","23.79396","303.37","606.75","FAG"
"020676646-0000","7302-B-XL-2RS-TVP","Contacto angular","80.713095","1029.09","2058.18","FAG"
"019116578-0000","7302-B-XL-JP","Contacto angular","17.985885","229.32","458.64","FAG"
"019116586-0000","7302-B-XL-JP-UA","Contacto angular","26.321430000000007","335.6","671.2","FAG"
"039619524-0000","7302-B-XL-JP-UO","Contacto angular","26.321430000000007","335.6","671.2","FAG"
"016725794-0000","7302-B-XL-TVP","Contacto angular","15.075465","192.21","384.42","FAG"
"019116624-0000","7302-B-XL-TVP-UA","Contacto angular","25.53","325.51","651.01","FAG"
"019116632-0000","7302-B-XL-TVP-UO","Contacto angular","25.53","325.51","651.01","FAG"
"020676654-0000","7303-B-XL-2RS-TVP","Contacto angular","80.91733500000001","1031.7","2063.39","FAG"
"019007302-0000","7303-B-XL-JP","Contacto angular","19.32621","246.41","492.82","FAG"
"016725808-0000","7303-B-XL-TVP","Contacto angular","15.675419999999999","199.86","399.72","FAG"
"019116667-0000","7303-B-XL-TVP-UA","Contacto angular","26.104425","332.83","665.66","FAG"
"019116675-0000","7303-B-XL-TVP-UO","Contacto angular","26.104425","332.83","665.66","FAG"
"020676670-0000","7304-B-XL-2RS-TVP","Contacto angular","83.10014999999999","1059.53","2119.05","FAG"
"019116683-0000","7304-B-XL-JP","Contacto angular","19.81128","252.59","505.19","FAG"
"019116691-0000","7304-B-XL-JP-UA","Contacto angular","28.963785","369.29","738.58","FAG"
"019116705-0000","7304-B-XL-MP-UA","Contacto angular","44.83068","571.59","1143.18","FAG"
"016725816-0000","7304-B-XL-TVP","Contacto angular","16.530675","210.77","421.53","FAG"
"019116748-0000","7304-B-XL-TVP-UA","Contacto angular","25.108755000000002","320.14","640.27","FAG"
"019116764-0000","7304-B-XL-TVP-UO","Contacto angular","25.108755000000002","320.14","640.27","FAG"
"020676689-0000","7305-B-XL-2RS-TVP","Contacto angular","103.11567","1314.72","2629.45","FAG"
"016725824-0000","7305-B-XL-JP","Contacto angular","20.78142","264.96","529.93","FAG"
"016725832-0000","7305-B-XL-JP-UA","Contacto angular","32.103975","409.33","818.65","FAG"
"019116780-0000","7305-B-XL-JP-UO","Contacto angular","32.103975","409.33","818.65","FAG"
"019116799-0000","7305-B-XL-MP","Contacto angular","46.196535","589.01","1178.01","FAG"
"019116837-0000","7305-B-XL-MP-UA","Contacto angular","48.91548","623.67","1247.34","FAG"
"019116845-0000","7305-B-XL-MP-UO","Contacto angular","48.91548","623.67","1247.34","FAG"
"016725840-0000","7305-B-XL-TVP","Contacto angular","19.121969999999997","243.81","487.61","FAG"
"016725859-0000","7305-B-XL-TVP-UA","Contacto angular","27.865994999999998","355.29","710.58","FAG"
"016725867-0000","7305-B-XL-TVP-UO","Contacto angular","27.865994999999998","355.29","710.58","FAG"
"039029662-0000","7306-B-XL-2RS-TVP","Contacto angular","109.868355","1400.82","2801.64","FAG"
"020676700-0000","7306-B-XL-2RS-TVP-L198","Contacto angular","113.78721","1450.79","2901.57","FAG"
"020676719-0000","7306-B-XL-2RS-TVP-L237","Contacto angular","111.02997","1415.63","2831.26","FAG"
"016725875-0000","7306-B-XL-JP","Contacto angular","24.291795000000004","309.72","619.44","FAG"
"019116918-0000","7306-B-XL-JP-UA","Contacto angular","38.72901","493.79","987.59","FAG"
"016725883-0000","7306-B-XL-MP","Contacto angular","46.911375","598.12","1196.24","FAG"
"016725891-0000","7306-B-XL-MP-UA","Contacto angular","54.098070000000014","689.75","1379.5","FAG"
"089313704-0000","7306-B-XL-MP-UB","Contacto angular","54.098070000000014","689.75","1379.5","FAG"
"038126168-0000","7306-B-XL-MP-UO","Contacto angular","54.098070000000014","689.75","1379.5","FAG"
"016725905-0000","7306-B-XL-TVP","Contacto angular","21.509025","274.24","548.48","FAG"
"019116969-0000","7306-B-XL-TVP-P5-UA","Contacto angular","73.88382","942.02","1884.04","FAG"
"019116977-0000","7306-B-XL-TVP-P5-UL","Contacto angular","73.88382","942.02","1884.04","FAG"
"016725913-0000","7306-B-XL-TVP-UA","Contacto angular","33.59748","428.37","856.74","FAG"
"016725921-0000","7306-B-XL-TVP-UO","Contacto angular","33.59748","428.37","856.74","FAG"
"019117027-0000","7307-B-XL-JP","Contacto angular","30.827474999999996","393.05","786.1","FAG"
"019117035-0000","7307-B-XL-JP-UA","Contacto angular","42.76275","545.23","1090.45","FAG"
"019117043-0000","7307-B-XL-JP-UO","Contacto angular","42.76275","545.23","1090.45","FAG"
"016725930-0000","7307-B-XL-MP","Contacto angular","49.26013499999999","628.07","1256.13","FAG"
"016725948-0000","7307-B-XL-MP-P6-UA","Contacto angular","61.706010000000006","786.75","1573.5","FAG"
"016725956-0000","7307-B-XL-MP-UA","Contacto angular","55.770284999999994","711.07","1422.14","FAG"
"089313712-0000","7307-B-XL-MP-UB","Contacto angular","55.770284999999994","711.07","1422.14","FAG"
"019117078-0000","7307-B-XL-MP-UO","Contacto angular","55.770284999999994","711.07","1422.14","FAG"
"016725964-0000","7307-B-XL-TVP","Contacto angular","26.768205","341.29","682.59","FAG"
"016725972-0000","7307-B-XL-TVP-UA","Contacto angular","37.09509","472.96","945.92","FAG"
"019117132-0000","7307-B-XL-TVP-UL","Contacto angular","37.09509","472.96","945.92","FAG"
"016725980-0000","7307-B-XL-TVP-UO","Contacto angular","37.09509","472.96","945.92","FAG"
"039029670-0000","7308-B-XL-2RS-TVP","Contacto angular","164.54085","2097.9","4195.79","FAG"
"020676727-0000","7308-B-XL-2RS-TVP-L198","Contacto angular","168.35758499999997","2146.56","4293.12","FAG"
"020676735-0000","7308-B-XL-2RS-TVP-L237","Contacto angular","168.35758499999997","2146.56","4293.12","FAG"
"016725999-0000","7308-B-XL-JP","Contacto angular","40.3374","514.3","1028.6","FAG"
"019117140-0000","7308-B-XL-JP-UA","Contacto angular","50.511105","644.02","1288.03","FAG"
"019117159-0000","7308-B-XL-JP-UA20","Contacto angular","52.23438","665.99","1331.98","FAG"
"019117167-0000","7308-B-XL-JP-UO","Contacto angular","50.511105","644.02","1288.03","FAG"
"019117175-0000","7308-B-XL-MP","Contacto angular","66.60777","849.25","1698.5","FAG"
"016726006-0000","7308-B-XL-MP-UA","Contacto angular","72.22437","920.86","1841.72","FAG"
"088882411-0000","7308-B-XL-MP-UB","Contacto angular","72.22437","920.86","1841.72","FAG"
"019117213-0000","7308-B-XL-MP-UO","Contacto angular","72.22437","920.86","1841.72","FAG"
"016726014-0000","7308-B-XL-TVP","Contacto angular","33.9549","432.92","865.85","FAG"
"016726022-0000","7308-B-XL-TVP-UA","Contacto angular","46.477365000000006","592.59","1185.17","FAG"
"019117256-0000","7308-B-XL-TVP-UO","Contacto angular","46.477365000000006","592.59","1185.17","FAG"
"019117272-0000","7309-B-XL-JP","Contacto angular","48.21340500000001","614.72","1229.44","FAG"
"019117280-0000","7309-B-XL-JP-UA","Contacto angular","60.595454999999994","772.59","1545.18","FAG"
"019117299-0000","7309-B-XL-JP-UO","Contacto angular","60.595454999999994","772.59","1545.18","FAG"
"019117302-0000","7309-B-XL-MP","Contacto angular","85.997805","1096.47","2192.94","FAG"
"016726030-0000","7309-B-XL-MP-UA","Contacto angular","95.341785","1215.61","2431.22","FAG"
"088970825-0000","7309-B-XL-MP-UB","Contacto angular","95.341785","1215.61","2431.22","FAG"
"019117329-0000","7309-B-XL-MP-UO","Contacto angular","95.341785","1215.61","2431.22","FAG"
"016726049-0000","7309-B-XL-TVP","Contacto angular","41.79261","532.86","1065.71","FAG"
"019117337-0000","7309-B-XL-TVP-P5-UL","Contacto angular","123.118425","1569.76","3139.52","FAG"
"016726057-0000","7309-B-XL-TVP-UA","Contacto angular","55.770284999999994","711.07","1422.14","FAG"
"016726065-0000","7309-B-XL-TVP-UO","Contacto angular","55.770284999999994","711.07","1422.14","FAG"
"019117370-0000","7310-B-XL-JP","Contacto angular","64.76961","825.81","1651.63","FAG"
"019117388-0000","7310-B-XL-JP-UA","Contacto angular","70.02879","892.87","1785.73","FAG"
"019117396-0000","7310-B-XL-JP-UO","Contacto angular","70.02879","892.87","1785.73","FAG"
"019117400-0000","7310-B-XL-MP","Contacto angular","98.46921","1255.48","2510.96","FAG"
"016726073-0000","7310-B-XL-MP-UA","Contacto angular","108.11955","1378.52","2757.05","FAG"
"088971023-0000","7310-B-XL-MP-UB","Contacto angular","108.11955","1378.52","2757.05","FAG"
"019117426-0000","7310-B-XL-MP-UO","Contacto angular","108.11955","1378.52","2757.05","FAG"
"016726081-0000","7310-B-XL-TVP","Contacto angular","51.90249","661.76","1323.51","FAG"
