sap,desc,usd,precio_mxn,familia,marca
"000988030-0000","RASEY90-XL","500.70879","12768.07","RASEY","INA"
"000828025-0000","RAT12-XL","33.401565000000005","851.74","RAT","INA"
"000828033-0000","RAT15-XL","35.07988500000001","894.54","RAT","INA"
"000828041-0000","RAT17-XL","36.158805","922.05","RAT","INA"
"000828068-0000","RAT20-XL","36.84811500000001","939.63","RAT","INA"
"000828076-0000","RAT25-XL","39.53043","1008.03","RAT","INA"
"000828084-0000","RAT30-XL","47.23272000000001","1204.43","RAT","INA"
"000828106-0000","RAT40-XL","57.122820000000004","1456.63","RAT","INA"
"000828726-0000","RATR20-XL","36.84811500000001","939.63","RATR","INA"
"000828114-0000","RATR25-XL","39.53043","1008.03","RATR","INA"
"000828734-0000","RATR30-XL","49.54041000000001","1263.28","RATR","INA"
"000953245-0000","RATR35-XL","58.20174000000001","1484.14","RATR","INA"
"000940186-0000","RATY12-XL","29.670300000000005","756.59","RATY","INA"
"000908282-0000","RATY15-XL","29.670300000000005","756.59","RATY","INA"
"000908304-0000","RATY17-XL","29.700270000000003","757.36","RATY","INA"
"000863424-0000","RATY20-XL","30.419550000000008","775.70","RATY","INA"
"000864013-0000","RATY25-XL","34.315650000000005","875.05","RATY","INA"
"000871508-0000","RATY30-XL","41.613345","1061.14","RATY","INA"
"000884421-0000","RATY35-XL","51.578370000000014","1315.25","RATY","INA"
"000884448-0000","RATY40-XL","61.55838000000001","1569.74","RATY","INA"
"000839809-0000","RAY20-XL","40.744215000000004","1038.98","RAY","INA"
"000884405-0000","RAY35-XL","50.754195","1294.23","RAY","INA"
"000877611-0000","RCJ100-XL","1057.97097","26978.26","RCJ","INA"
"000989517-0000","RCJ120-FA101-I","1633.9344300000005","41665.33","RCJ","INA"
"000877638-0000","RCJ120-XL-I","1637.7256350000002","41762.00","RCJ","INA"
"009641130-0000","RCJ20-XL-N","54.365580000000016","1386.32","RCJ","INA"
"009642137-0000","RCJ25-XL-N","58.336605000000006","1487.58","RCJ","INA"
"009642188-0000","RCJ30-XL-N","70.57935000000002","1799.77","RCJ","INA"
"096952369-0000","RCJ30-XL-N-SSA","75.80911500000002","1933.13","RCJ","INA"
"009642234-0000","RCJ35-XL-N","81.98293500000001","2090.56","RCJ","INA"
"009642293-0000","RCJ40-XL-N","93.40150500000003","2381.74","RCJ","INA"
"094571341-0000","RCJ45-XL","111.65323500000004","2847.16","RCJ","INA"
"000831123-0000","RCJ45-XL-I","111.65323500000004","2847.16","RCJ","INA"
"009642323-0000","RCJ50-XL-N","124.66021500000002","3178.84","RCJ","INA"
"000831158-0000","RCJ55-XL-I","159.964875","4079.10","RCJ","INA"
"009642358-0000","RCJ60-XL-N-I","203.82597000000004","5197.56","RCJ","INA"
"000877492-0000","RCJ65-214-XL-I","346.73791500000004","8841.82","RCJ","INA"
"094571104-0000","RCJ70-XL","346.73791500000004","8841.82","RCJ","INA"
"000877506-0000","RCJ70-XL-I","346.73791500000004","8841.82","RCJ","INA"
"000877514-0000","RCJ75-XL","423.8507250000001","10808.19","RCJ","INA"
"094571392-0000","RCJ80-XL","476.64288000000005","12154.39","RCJ","INA"
"000831204-0000","RCJ80-XL-I","476.64288000000005","12154.39","RCJ","INA"
"000877603-0000","RCJ90-XL-I","612.5718150000002","15620.58","RCJ","INA"
"000986038-0000","RCJA40-N","99.77013000000001","2544.14","RCJA","INA"
"000848972-0000","RCJL60-XL-N-I","248.90085000000005","6346.97","RCJL","INA"
"000946729-0000","RCJO50-XL","274.4502750000001","6998.48","RCJO","INA"
"000946737-0000","RCJO60-XL","395.4241800000001","10083.32","RCJO","INA"
"000946745-0000","RCJO70-XL","598.366035","15258.33","RCJO","INA"
"000883999-0000","RCJO80-XL","800.6035950000002","20415.39","RCJO","INA"
"009644148-0000","RCJT20-XL-N","52.147800000000004","1329.77","RCJT","INA"
"009644164-0000","RCJT25-XL-N","57.64729500000001","1470.01","RCJT","INA"
"009644199-0000","RCJT30-XL-N","70.57935000000002","1799.77","RCJT","INA"
"096953101-0000","RCJT30-XL-N-SSA","77.30761500000001","1971.34","RCJT","INA"
"009644253-0000","RCJT35-XL-N","81.98293500000001","2090.56","RCJT","INA"
"009644270-0000","RCJT40-XL-N","93.40150500000003","2381.74","RCJT","INA"
"094731179-0000","RCJT45-XL","111.65323500000004","2847.16","RCJT","INA"
"000830895-0000","RCJT45-XL-I","111.65323500000004","2847.16","RCJT","INA"
"094571384-0000","RCJT50-XL-N","125.48439000000002","3199.85","RCJT","INA"
"009644350-0000","RCJT50-XL-N-I","125.48439000000002","3199.85","RCJT","INA"
"000884340-0000","RCJT55-XL","159.964875","4079.10","RCJT","INA"
"009644377-0000","RCJT60-XL-N-I","205.84894500000004","5249.15","RCJT","INA"
"000877425-0000","RCJT65-214-XL","346.73791500000004","8841.82","RCJT","INA"
"000877433-0000","RCJT70-XL","346.73791500000004","8841.82","RCJT","INA"
"000877441-0000","RCJT75-XL","423.8507250000001","10808.19","RCJT","INA"
"000970050-0000","RCJTA30-XL-N","95.01988500000002","2423.01","RCJTA","INA"
"096953411-0000","RCJTA30-XL-N-SSA","100.33956","2558.66","RCJTA","INA"
"000973793-0000","RCJTA35-XL-N","112.44744000000003","2867.41","RCJTA","INA"
"000849049-0000","RCJTL45-I","41.17878000000001","1050.06","RCJTL","INA"
"094571724-0000","RCJTL50-N-GA/14","131.043825","3341.62","RCJTL","INA"
"054401640-0000","RCJTY1-1/4-N-HLC","73.27665000000002","1868.55","RCJTY","INA"
"000970751-0000","RCJTY15-XL","41.17878000000001","1050.06","RCJTY","INA"
"000858579-0000","RCJTY20-XL-N","40.399560000000015","1030.19","RCJTY","INA"
"000858587-0000","RCJTY25-XL-N","47.742210000000014","1217.43","RCJTY","INA"
"000868779-0000","RCJTY30-XL-N","57.49744500000001","1466.18","RCJTY","INA"
"096953071-0000","RCJTY30-XL-N-SSA","60.704235000000004","1547.96","RCJTY","INA"
"000868787-0000","RCJTY35-XL-N","67.25268000000003","1714.94","RCJTY","INA"
"000864544-0000","RCJTY40-XL-N","77.68224000000001","1980.90","RCJTY","INA"
"051763435-0000","RCJTY45-TV-VA-HLA","162.30253500000003","4138.71","RCJTY","INA"
"000875619-0000","RCJTY45-XL-I","90.55435500000003","2309.14","RCJTY","INA"
"094730172-0000","RCJTY50-XL-N","105.19470000000003","2682.46","RCJTY","INA"
"000864560-0000","RCJTY50-XL-N-I","105.19470000000003","2682.46","RCJTY","INA"
"000950947-0000","RCJTY55-XL","138.43143","3530.00","RCJTY","INA"
"000950351-0000","RCJTY60-XL-N-I","175.77405","4482.24","RCJTY","INA"
"000949442-0000","RCJTY65-214-XL","321.93774","8209.41","RCJTY","INA"
"000938769-0000","RCJTY70-XL","321.93774","8209.41","RCJTY","INA"
"000831662-0000","RCJTZ20-XL","66.17376","1687.43","RCJTZ","INA"
"094286060-0000","RCJTZ25-XL","74.44548","1898.36","RCJTZ","INA"
"000831670-0000","RCJTZ25-XL-I","74.44548","1898.36","RCJTZ","INA"
"000831689-0000","RCJTZ30-XL","88.51639500000002","2257.17","RCJTZ","INA"
"000831697-0000","RCJTZ35-XL","103.53136500000002","2640.05","RCJTZ","INA"
"094611793-0000","RCJTZ40-XL","116.538345","2971.73","RCJTZ","INA"
"000829994-0000","RCJTZ40-XL-I","116.538345","2971.73","RCJTZ","INA"
"094730180-0000","RCJTZ45-XL","135.59926500000003","3457.78","RCJTZ","INA"
"000831719-0000","RCJTZ45-XL-I","135.59926500000003","3457.78","RCJTZ","INA"
"000831727-0000","RCJTZ50-XL","147.797055","3768.82","RCJTZ","INA"
"000831735-0000","RCJTZ60-XL-I","223.30647000000008","5694.31","RCJTZ","INA"
"000973343-0000","RCJY15-XL","41.613345","1061.14","RCJY","INA"
"000858390-0000","RCJY20-XL-N","40.399560000000015","1030.19","RCJY","INA"
"000867446-0000","RCJY25-XL-N","47.742210000000014","1217.43","RCJY","INA"
"000864552-0000","RCJY30-XL-N","57.49744500000001","1466.18","RCJY","INA"
"096952334-0000","RCJY30-XL-N-SSA","57.497445","1466.18","RCJY","INA"
"000858412-0000","RCJY35-XL-N","67.25268000000003","1714.94","RCJY","INA"
"000858420-0000","RCJY40-XL-N","77.68224000000001","1980.90","RCJY","INA"
"000873799-0000","RCJY45-XL-I","88.51639500000002","2257.17","RCJY","INA"
"000936170-0000","RCJY50-XL-N","103.53136500000002","2640.05","RCJY","INA"
"000947598-0000","RCJY55-XL-I","137.217645","3499.05","RCJY","INA"
"094569991-0000","RCJY60-XL-N","170.46936000000002","4346.97","RCJY","INA"
"000949140-0000","RCJY60-XL-N-I","170.46936000000002","4346.97","RCJY","INA"
"000949132-0000","RCJY65-214-XL-I","321.93774","8209.41","RCJY","INA"
"000947393-0000","RCJY70-XL-I","318.7009800000001","8126.87","RCJY","INA"
"000949124-0000","RCJY75-XL","358.0815600000001","9131.08","RCJY","INA"
"094571716-0000","RCJY80-XL","417.3172650000001","10641.59","RCJY","INA"
"000959618-0000","RCJY80-XL-I","417.3172650000001","10641.59","RCJY","INA"
"000872172-0000","RCRA3/4-46-FA106-W","41.658300000000004","1062.29","RCRA","INA"
"000833746-0000","RCSMA30/65-XL-FA106","65.76916500000002","1677.11","RCSMA","INA"
"000833673-0000","RCSMB15/65-XL-FA106","44.91004500000001","1145.21","RCSMB","INA"
"000847437-0000","RCSMB20/65-XL-FA106","48.296655","1231.56","RCSMB","INA"
"000847488-0000","RCSMB25/65-XL-FA106","54.575370000000014","1391.67","RCSMB","INA"
"000826960-0000","RCSMF25-XL","68.48145000000002","1746.28","RCSMF","INA"
"000826979-0000","RCSMF30-XL","79.75017000000003","2033.63","RCSMF","INA"
"000827622-0000","RFE25-XL","67.986945","1733.67","RFE","INA"
"000827649-0000","RFE35-XL","95.42448000000003","2433.32","RFE","INA"
"094716463-0000","RFE40-XL","97.56733500000001","2487.97","RFE","INA"
"000827657-0000","RFE40-XL-I","110.85903000000003","2826.91","RFE","INA"
"000827665-0000","RFE45-XL","130.294575","3322.51","RFE","INA"
"000827827-0000","RFE50-XL-N-I","140.84401499999998","3591.52","RFE","INA"
"000827835-0000","RFE60-XL-I","224.08569","5714.19","RFE","INA"
"039576280-0000","RG DIN5417-SP 100","2.06793","52.73","(otros)","FAG"
"039603881-0000","RG DIN5417-SP 110","2.06793","52.73","(otros)","FAG"
"039603946-0000","RG DIN5417-SP 115","2.310465","58.92","(otros)","FAG"
"039576299-0000","RG DIN5417-SP 120","2.1062249999999993","53.71","(otros)","FAG"
"039576310-0000","RG DIN5417-SP 140","2.4508799999999997","62.50","(otros)","FAG"
"039576329-0000","RG DIN5417-SP 145","2.9742450000000007","75.84","(otros)","FAG"
"019287585-0000","RG DIN5417-SP 150","2.4508799999999997","62.50","(otros)","FAG"
"019287593-0000","RG DIN5417-SP 160","2.7061800000000003","69.01","(otros)","FAG"
"039576337-0000","RG DIN5417-SP 170","7.8377099999999995","199.86","(otros)","FAG"
"016743830-0000","RG DIN5417-SP 180","8.09301","206.37","(otros)","FAG"
"039576345-0000","RG DIN5417-SP 190","8.09301","206.37","(otros)","FAG"
"039576353-0000","RG DIN5417-SP 200","8.718495","222.32","(otros)","FAG"
"039576361-0000","RG DIN5417-SP 30","0.43401","11.07","(otros)","FAG"
"039576370-0000","RG DIN5417-SP 32","0.6382500000000001","16.28","(otros)","FAG"
"039576744-0000","RG DIN5417-SP 35","0.7531349999999999","19.20","(otros)","FAG"
"039603954-0000","RG DIN5417-SP 40","0.7658999999999999","19.53","(otros)","FAG"
"039603890-0000","RG DIN5417-SP 42","0.804195","20.51","(otros)","FAG"
"039576728-0000","RG DIN5417-SP 47","0.855255","21.81","(otros)","FAG"
"039576736-0000","RG DIN5417-SP 52","0.829725","21.16","(otros)","FAG"
"039576388-0000","RG DIN5417-SP 55","0.9190799999999999","23.44","(otros)","FAG"
"016743903-0000","RG DIN5417-SP 62","1.0084350000000002","25.72","(otros)","FAG"
"039603903-0000","RG DIN5417-SP 68","1.238205","31.57","(otros)","FAG"
"039576752-0000","RG DIN5417-SP 72","1.238205","31.57","(otros)","FAG"
"039576396-0000","RG DIN5417-SP 75","1.4041499999999998","35.81","(otros)","FAG"
"039576400-0000","RG DIN5417-SP 80","1.30203","33.20","(otros)","FAG"
"039603911-0000","RG DIN5417-SP 85","1.3147949999999997","33.53","(otros)","FAG"
"039576418-0000","RG DIN5417-SP 90","1.2509700000000001","31.90","(otros)","FAG"
"039576426-0000","RG DIN5417-SP 95","1.8253949999999999","46.55","(otros)","FAG"
"016743822-0000","RG SP130-SEEGER >D1","2.1062249999999993","53.71","(otros)","FAG"
"081157304-0000","RGLCTEA30-N","55.92402000000001","1426.06","(otros)","INA"
"000840726-0000","RHE20-XL","60.35958000000001","1539.17","RHE","INA"
"000840734-0000","RHE25-XL","67.986945","1733.67","RHE","INA"
"094644411-0000","RHE30-XL","82.77714000000003","2110.82","RHE","INA"
"000840742-0000","RHE30-XL-I","82.77714000000003","2110.82","RHE","INA"
"000840750-0000","RHE35-XL","95.42448000000003","2433.32","RHE","INA"
"000840769-0000","RHE40-XL","110.85903000000003","2826.91","RHE","INA"
"000840785-0000","RHE50-XL","140.84401499999998","3591.52","RHE","INA"
"084063009-0000","RLBSR73-C-0100","73.60632000000001","1876.96","RLBSR","INA"
"000877654-0000","RME100-XL","1177.34148","30022.21","RME","INA"
"000877662-0000","RME120-XL","1684.838475","42963.38","RME","INA"
"009642935-0000","RME20-XL-N","60.35958000000001","1539.17","RME","INA"
"009642986-0000","RME25-XL-N","67.986945","1733.67","RME","INA"
"009643052-0000","RME30-XL-N","82.77714000000003","2110.82","RME","INA"
"009643125-0000","RME35-XL-N","95.42448000000003","2433.32","RME","INA"
"009643141-0000","RME40-XL-N","110.85903000000003","2826.91","RME","INA"
"000939595-0000","RME45-XL","130.294575","3322.51","RME","INA"
"009643206-0000","RME50-XL-N","138.86599500000003","3541.08","RME","INA"
"000941069-0000","RME55-XL","197.71209","5041.66","RME","INA"
"009643222-0000","RME60-XL-N","224.08569","5714.19","RME","INA"
"000911941-0000","RME65-214-XL-I","368.6160150000001","9399.71","RME","INA"
"094571325-0000","RME70-XL","365.42421","9318.32","RME","INA"
"000929980-0000","RME70-XL-I","365.42421","9318.32","RME","INA"
"000943231-0000","RME75-XL","460.3691700000001","11739.41","RME","INA"
"000905844-0000","RME80-XL","513.9705150000001","13106.25","RME","INA"
"000877646-0000","RME90-XL-I","876.9521700000001","22362.28","RME","INA"
"000960535-0000","RMEL30-N","107.63725500000001","2744.75","RMEL","INA"
"094731454-0000","RMEO100-XL","1605.2531400000005","40933.96","RMEO","INA"
"000884049-0000","RMEO100-XL-I","1605.2531400000005","40933.96","RMEO","INA"
"000899437-0000","RMEO35-XL","167.66716500000004","4275.51","RMEO","INA"
"000945951-0000","RMEO50-XL","276.44328","7049.30","RMEO","INA"
"094731110-0000","RMEO60-XL","418.1863950000001","10663.75","RMEO","INA"
"000945978-0000","RMEO60-XL-I","418.1863950000001","10663.75","RMEO","INA"
"094741034-0000","RMEO80-XL","526.108365","13415.76","RMEO","INA"
"000884022-0000","RMEO80-XL-I","526.108365","13415.76","RMEO","INA"
"000884030-0000","RMEO90-XL-I","1232.5462200000002","31429.93","RMEO","INA"
"000944807-0000","RMEY20-XL-N","53.73621000000001","1370.27","RMEY","INA"
"000947008-0000","RMEY25-XL-N","58.96597500000001","1503.63","RMEY","INA"
"000945080-0000","RMEY30-XL-N","70.81911000000001","1805.89","RMEY","INA"
"000946974-0000","RMEY35-XL-N","81.18873","2070.31","RMEY","INA"
"000942510-0000","RMEY40-XL-N","95.42448000000003","2433.32","RMEY","INA"
"000940763-0000","RMEY45-XL","109.24065000000003","2785.64","RMEY","INA"
"000934038-0000","RMEY50-XL-N","119.77510500000002","3054.27","RMEY","INA"
"000950459-0000","RMEY55-XL","155.97886500000004","3977.46","RMEY","INA"
"000949086-0000","RMEY60-XL-N","191.20860000000002","4875.82","RMEY","INA"
"067713637-0194","RMEY65-214-FA107-I-NKA/M","375.04458000000005","9563.64","RMEY","INA"
"094744009-0000","RMEY65-214-XL","344.28037500000005","8779.15","RMEY","INA"
"000950394-0000","RMEY65-214-XL-I","344.28037500000005","8779.15","RMEY","INA"
"000950416-0000","RMEY70-XL-I","344.28037500000005","8779.15","RMEY","INA"
"000950432-0000","RMEY75-XL","392.95165500000013","10020.27","RMEY","INA"
"000964018-0000","RMEY80-XL","465.22431","11863.22","RMEY","INA"
"084867990-0000","RN2330-E-XL-M1-J30PC-J53-N12BA","3943.1828700000005","100551.16","RN","INA"
"073643777-0000","RN309-E-XL-TVP2","65.139795","1661.06","RN","INA"
"000027154-0000","RNA22/6-2RSR","21.833145000000002","556.75","RNA","INA"
"000027952-0000","RNA22/6-X-2RSR","24.185790000000008","616.74","RNA","INA"
"000027170-0000","RNA22/8-2RSR","24.33564","620.56","RNA","INA"
"000027979-0000","RNA22/8-X-2RSR","27.137835000000006","692.01","RNA","INA"
"000027197-0000","RNA2200-2RSR","43.03692","1097.44","RNA","INA"
"000027219-0000","RNA2201-2RSR","46.03392000000001","1173.86","RNA","INA"
"000028010-0000","RNA2201-X-2RSR","50.454495000000016","1286.59","RNA","INA"
"000027235-0000","RNA2202-2RSR","46.108844999999995","1175.78","RNA","INA"
"000028037-0000","RNA2202-X-2RSR","50.58936","1290.03","RNA","INA"
"000027251-0000","RNA2203-2RSR","49.825125000000014","1270.54","RNA","INA"
"000703184-0000","RNA2204-2RSR","55.024920000000016","1403.14","RNA","INA"
"000703222-0000","RNA2205-2RSR","62.682255000000005","1598.40","RNA","INA"
"000027316-0000","RNA2206-2RSR","81.30861","2073.37","RNA","INA"
"000027359-0000","RNA2208-2RSR","141.24861000000004","3601.84","RNA","INA"
"000027391-0000","RNA2210-2RSR","229.64512500000006","5855.95","RNA","INA"
"050767283-0000","RNA4822-XL","273.61111500000004","6977.08","RNA","INA"
"050767313-0000","RNA4824-XL","321.75792000000007","8204.83","RNA","INA"
"050767321-0000","RNA4826-XL","403.321275","10284.69","RNA","INA"
"050767330-0000","RNA4828-XL","438.95560500000005","11193.37","RNA","INA"
"050767348-0000","RNA4830-XL","599.504895","15287.37","RNA","INA"
"050767356-0000","RNA4832-XL","682.192125","17395.90","RNA","INA"
"050767364-0000","RNA4834-XL","783.6855300000001","19983.98","RNA","INA"
"050767372-0000","RNA4836-XL","978.3406800000001","24947.69","RNA","INA"
"050767380-0000","RNA4838-XL","1061.9869500000002","27080.67","RNA","INA"
"050767399-0000","RNA4840-XL","1324.6140600000003","33777.66","RNA","INA"
"050767402-0000","RNA4844-XL","1589.3091000000002","40527.38","RNA","INA"
"050767410-0000","RNA4848-XL","1859.3088300000004","47412.38","RNA","INA"
"050767453-0000","RNA4860-XL","1975.3227000000006","50370.73","RNA","INA"
"050664530-0000","RNA49/22-XL","30.23973","771.11","RNA","INA"
"050664549-0000","RNA49/28-XL","34.12084500000001","870.08","RNA","INA"
"050664557-0000","RNA49/32-XL","38.54142","982.81","RNA","INA"
"050774786-0000","RNA4900-2RSR-XL","32.0679","817.73","RNA","INA"
"050771426-0000","RNA4900-RSR-XL","26.58339","677.88","RNA","INA"
"050659936-0000","RNA4900-XL","20.694285000000004","527.70","RNA","INA"
"050774794-0000","RNA4901-2RSR-XL","33.76120500000001","860.91","RNA","INA"
"050772945-0000","RNA4901-RSR-XL","28.06690500000001","715.71","RNA","INA"
"050659952-0000","RNA4901-XL","21.997980000000002","560.95","RNA","INA"
"050774808-0000","RNA4902-2RSR-XL","35.379585000000006","902.18","RNA","INA"
"050659979-0000","RNA4902-XL","23.016959999999997","586.93","RNA","INA"
"050774816-0000","RNA4903-2RSR-XL","37.94202000000001","967.52","RNA","INA"
"050772961-0000","RNA4903-RSR-XL","31.753215000000004","809.71","RNA","INA"
"050660330-0000","RNA4903-XL","25.054920000000003","638.90","RNA","INA"
"050774824-0000","RNA4904-2RSR-XL","39.77019000000001","1014.14","RNA","INA"
"050773178-0000","RNA4904-RSR-XL","33.89607","864.35","RNA","INA"
"050660446-0000","RNA4904-XL","27.077895000000005","690.49","RNA","INA"
"050774832-0000","RNA4905-2RSR-XL","44.580375000000004","1136.80","RNA","INA"
"050772970-0000","RNA4905-RSR-XL","37.672290000000004","960.64","RNA","INA"
"050660462-0000","RNA4905-XL","30.479490000000002","777.23","RNA","INA"
"050774840-0000","RNA4906-2RSR-XL","50.754195","1294.23","RNA","INA"
"050772988-0000","RNA4906-RSR-XL","43.72623","1115.02","RNA","INA"
"050660470-0000","RNA4906-XL","35.379585000000006","902.18","RNA","INA"
"050774859-0000","RNA4907-2RSR-XL","56.793150000000004","1448.23","RNA","INA"
"050772996-0000","RNA4907-RSR-XL","49.195755000000005","1254.49","RNA","INA"
"050660489-0000","RNA4907-XL","40.998960000000004","1045.47","RNA","INA"
"050774867-0000","RNA4908-2RSR-XL","62.90703000000001","1604.13","RNA","INA"
"050773003-0000","RNA4908-RSR-XL","54.48546000000001","1389.38","RNA","INA"
"050651226-0000","RNA4908-XL","45.13482000000001","1150.94","RNA","INA"
"050774875-0000","RNA4909-2RSR-XL","67.52241000000002","1721.82","RNA","INA"
"050651161-0000","RNA4909-XL","50.469480000000004","1286.97","RNA","INA"
"050774883-0000","RNA4910-2RSR-XL","73.14178500000001","1865.12","RNA","INA"
"050773020-0000","RNA4910-RSR-XL","64.40553000000001","1642.34","RNA","INA"
"050622013-0000","RNA4910-XL","54.81513000000001","1397.79","RNA","INA"
"050632485-0000","RNA4911-XL","66.428505","1693.93","RNA","INA"
"050666444-0000","RNA4912-XL","82.67224500000002","2108.14","RNA","INA"
"050666460-0000","RNA4913-XL","104.20569000000003","2657.25","RNA","INA"
"050666479-0000","RNA4914-XL","125.58928500000003","3202.53","RNA","INA"
"050666487-0000","RNA4915-XL","139.15071","3548.34","RNA","INA"
"050666495-0000","RNA4916-XL","152.2476","3882.31","RNA","INA"
"050672878-0000","RNA4917-XL","192.51229500000005","4909.06","RNA","INA"
"050672894-0000","RNA4918-XL","217.11766500000002","5536.50","RNA","INA"
"050672908-0000","RNA4919-XL","244.8998550000001","6244.95","RNA","INA"
"050672916-0000","RNA4920-XL","294.56014500000003","7511.28","RNA","INA"
"050672924-0000","RNA4922-XL","325.42924500000004","8298.45","RNA","INA"
"050673050-0000","RNA4924-XL","371.9426850000001","9484.54","RNA","INA"
"050673068-0000","RNA4926-XL","436.288275","11125.35","RNA","INA"
"050673076-0000","RNA4928-XL","502.74675000000013","12820.04","RNA","INA"
"050743546-0000","RNA69/22-XL","48.296655","1231.56","RNA","INA"
"050743554-0000","RNA69/28-XL","59.940000000000005","1528.47","RNA","INA"
"050743570-0000","RNA69/32-ZW-XL","67.52241000000002","1721.82","RNA","INA"
"050742981-0000","RNA6901-XL","25.324650000000005","645.78","RNA","INA"
"050743031-0000","RNA6902-XL","27.077895000000005","690.49","RNA","INA"
"050743341-0000","RNA6903-XL","28.486485000000005","726.41","RNA","INA"
"050743376-0000","RNA6904-XL","46.03392000000001","1173.86","RNA","INA"
"050743384-0000","RNA6905-XL","50.754195","1294.23","RNA","INA"
"050743562-0000","RNA6906-XL","64.25568000000001","1638.52","RNA","INA"
"050743589-0000","RNA6907-ZW-XL","72.72220500000002","1854.42","RNA","INA"
"051383829-0208","RNA6908-ZW-P5-XL-H+33+25","98.01688500000002","2499.43","RNA","INA"
"050743597-0000","RNA6908-ZW-XL","82.102815","2093.62","RNA","INA"
"050743600-0000","RNA6909-ZW-XL","95.69421000000003","2440.20","RNA","INA"
"050743619-0000","RNA6910-ZW-XL","112.52236500000002","2869.32","RNA","INA"
"050743627-0000","RNA6911-ZW-XL","132.34752","3374.86","RNA","INA"
"050743635-0000","RNA6912-ZW-XL","157.98685500000002","4028.66","RNA","INA"
"050743740-0000","RNA6913-ZW-XL","182.57724000000005","4655.72","RNA","INA"
"050743759-0000","RNA6914-ZW-XL","214.98979500000004","5482.24","RNA","INA"
"050743767-0000","RNA6915-ZW-XL","243.76099500000004","6215.91","RNA","INA"
"050743775-0000","RNA6916-ZW-XL","280.9537650000001","7164.32","RNA","INA"
"050743783-0000","RNA6917-ZW-XL","313.3663200000001","7990.84","RNA","INA"
"050743791-0000","RNA6918-ZW-XL","414.9046800000001","10580.07","RNA","INA"
"050743805-0000","RNA6919-ZW-XL","409.62996000000004","10445.56","RNA","INA"
"000161519-0000","RNAO10X17X10-TV","14.310675000000003","364.92","RNAO","INA"
"050775782-0000","RNAO10X17X10-TV-XL","14.310675000000003","364.92","RNAO","INA"
"001548751-0000","RNAO12X22X12-TV","19.765215","504.01","RNAO","INA"
"000144053-0000","RNAO15X23X13","24.455520000000003","623.62","RNAO","INA"
"000159034-0000","RNAO16X24X13","21.113865","538.40","RNAO","INA"
"000005339-0000","RNAO16X28X12","25.324650000000005","645.78","RNAO","INA"
"000005355-0000","RNAO17X25X13","21.997980000000002","560.95","RNAO","INA"
"000144061-0000","RNAO20X28X13","23.406570000000002","596.87","RNAO","INA"
"000005410-0000","RNAO20X28X26","42.092865","1073.37","RNAO","INA"
"000005452-0000","RNAO20X32X12","35.949015","916.70","RNAO","INA"
"000005495-0000","RNAO22X30X13","31.468500000000002","802.45","RNAO","INA"
"050775898-0000","RNAO22X30X13-XL","37.567395000000005","957.97","RNAO","INA"
"000144070-0000","RNAO22X35X16","32.72724000000001","834.54","RNAO","INA"
"000006173-0000","RNAO25X35X17","32.72724000000001","834.54","RNAO","INA"
"000144088-0000","RNAO25X35X26","37.417545000000004","954.15","RNAO","INA"
"000005487-0000","RNAO25X37X16","82.971945","2115.78","RNAO","INA"
"050775936-0000","RNAO25X37X16-XL","82.971945","2115.78","RNAO","INA"
"000005541-0000","RNAO30X40X17","33.941025","865.50","RNAO","INA"
"050775952-0000","RNAO30X42X16-XL","31.093875000000004","792.89","RNAO","INA"
"000005614-0000","RNAO30X42X32","93.52138500000001","2384.80","RNAO","INA"
"000005568-0000","RNAO32X42X13","32.30766","823.85","RNAO","INA"
"000005576-0000","RNAO35X45X13","36.68328000000001","935.42","RNAO","INA"
"000006122-0000","RNAO35X45X17","74.82010500000001","1907.91","RNAO","INA"
"000005630-0000","RNAO35X45X26","62.067870000000006","1582.73","RNAO","INA"
"000005584-0000","RNAO35X47X18","81.413505","2076.04","RNAO","INA"
"000144100-0000","RNAO35X47X32","103.78611000000002","2646.55","RNAO","INA"
"000005649-0000","RNAO40X50X17","33.05691","842.95","RNAO","INA"
"000005665-0000","RNAO40X50X34","157.98685500000002","4028.66","RNAO","INA"
"000005673-0000","RNAO40X55X20","43.666290000000004","1113.49","RNAO","INA"
"000005762-0000","RNAO40X55X40","70.20472500000001","1790.22","RNAO","INA"
"000005738-0000","RNAO45X62X40","127.13274000000004","3241.88","RNAO","INA"
"000144118-0000","RNAO50X62X20","75.55437000000002","1926.64","RNAO","INA"
"000005797-0000","RNAO50X65X20","53.58636000000001","1366.45","RNAO","INA"
"000005746-0000","RNAO50X65X40","92.51739000000002","2359.19","RNAO","INA"
"000005789-0000","RNAO55X68X20","64.40553000000001","1642.34","RNAO","INA"
"000161551-0000","RNAO5X10X8-TV","13.336650000000002","340.08","RNAO","INA"
"050775740-0000","RNAO5X10X8-TV-XL","13.336650000000002","340.08","RNAO","INA"
"050776134-0000","RNAO60X78X20-XL","87.94696500000002","2242.65","RNAO","INA"
"000006068-0000","RNAO60X78X40","117.73714499999998","3002.30","RNAO","INA"
"000161527-0000","RNAO6X13X8-TV","13.45653","343.14","RNAO","INA"
"050775758-0000","RNAO6X13X8-TV-XL","13.45653","343.14","RNAO","INA"
"000005908-0000","RNAO70X90X30","163.72611000000006","4175.02","RNAO","INA"
"000161535-0000","RNAO7X14X8-TV","13.471515000000002","343.52","RNAO","INA"
