sap,desc,usd,precio_mxn,familia,marca
"038477700-0000","AH2313X203","28.593600000000002","729.14","AH","FAG"
"016726898-0000","AH2332","245.06247","6249.09","AH","FAG"
"019138113-0000","AH2334","252.31298999999999","6433.98","AH","FAG"
"038115158-0000","AH2334/150","252.31298999999999","6433.98","AH","FAG"
"019138121-0000","AH2336","295.879935","7544.94","AH","FAG"
"019138130-0000","AH2338","332.26018500000004","8472.63","AH","FAG"
"038477734-0000","AH2338/170","332.26018500000004","8472.63","AH","FAG"
"016726901-0000","AH2340","359.15604","9158.48","AH","FAG"
"019138164-0000","AH2344","386.03913000000006","9844.00","AH","FAG"
"019138172-0000","AH2344-H","646.560015","16487.28","AH","FAG"
"019138180-0000","AH2348-H","806.2501650000002","20559.38","AH","FAG"
"019138199-0000","AH2352","615.107055","15685.23","AH","FAG"
"016726910-0000","AH2352-H","1030.224855","26270.73","AH","FAG"
"019138229-0000","AH2356","734.85552","18738.82","AH","FAG"
"019138237-0000","AH2356-H","1230.77577","31384.78","AH","FAG"
"019138296-0000","AH24024","68.98206","1759.04","AH","FAG"
"019138300-0000","AH24026","98.890455","2521.71","AH","FAG"
"019138318-0000","AH24028","128.79885000000002","3284.37","AH","FAG"
"019138326-0000","AH24030","130.01152499999998","3315.29","AH","FAG"
"019138342-0000","AH24032","131.19867","3345.57","AH","FAG"
"016726936-0000","AH24034","166.36624500000005","4242.34","AH","FAG"
"019138377-0000","AH24036","228.44244","5825.28","AH","FAG"
"019138385-0000","AH24038","298.40740500000004","7609.39","AH","FAG"
"019138393-0000","AH24040","318.92076","8132.48","AH","FAG"
"019138407-0000","AH24044-H","735.736305","18761.28","AH","FAG"
"019138415-0000","AH24048-H","775.9332899999999","19786.30","AH","FAG"
"019138423-0000","AH24052-H","849.1022699999999","21652.11","AH","FAG"
"019138431-0000","AH24056-H","947.26512","24155.26","AH","FAG"
"019138440-0000","AH24060-H","1487.5309799999998","37932.04","AH","FAG"
"016726944-0000","AH24064-H","1746.0988200000004","44525.52","AH","FAG"
"019138458-0000","AH24068-H","2159.6082300000003","55070.01","AH","FAG"
"016726960-0000","AH24122","90.87403499999999","2317.29","AH","FAG"
"019138547-0000","AH24124","97.42248000000001","2484.27","AH","FAG"
"019138555-0000","AH24126","106.46010000000003","2714.73","AH","FAG"
"019138563-0000","AH24128","115.15306500000001","2936.40","AH","FAG"
"019138571-0000","AH24130","165.12804000000003","4210.77","AH","FAG"
"019138580-0000","AH24132","188.98582499999998","4819.14","AH","FAG"
"019138598-0000","AH24134","212.84361","5427.51","AH","FAG"
"019138601-0000","AH24136","293.17375499999997","7475.93","AH","FAG"
"019138610-0000","AH24138","312.014895","7956.38","AH","FAG"
"019138628-0000","AH24140","361.492035","9218.05","AH","FAG"
"019138636-0000","AH24144-H","591.9768750000001","15095.41","AH","FAG"
"016726979-0000","AH24148-H","839.5157549999999","21407.65","AH","FAG"
"038115220-0000","AH24152-H","899.996325","22949.91","AH","FAG"
"019138652-0000","AH24156-H","1133.30223","28899.21","AH","FAG"
"019138660-0000","AH24160-H","1366.557075","34847.21","AH","FAG"
"019138679-0000","AH24164-H","1729.9000350000001","44112.45","AH","FAG"
"019138687-0000","AH24168-H","2455.7051699999997","62620.48","AH","FAG"
"019138695-0000","AH24172-H","2592.77574","66115.78","AH","FAG"
"019138709-0000","AH24176-H","3175.3831050000003","80972.27","AH","FAG"
"019138725-0000","AH24184-H","3448.605165","87939.43","AH","FAG"
"019138741-0000","AH24188-H","3951.7759349999997","100770.29","AH","FAG"
"016726987-0000","AH24192-H","4651.731945","118619.16","AH","FAG"
"019138768-0000","AH30/530A-H","9182.1198","234144.05","AH","FAG"
"019138806-0000","AH3032","152.375805","3885.58","AH","FAG"
"016726995-0000","AH3034","173.897595","4434.39","AH","FAG"
"016727002-0000","AH3036","195.40662000000003","4982.87","AH","FAG"
"019138830-0000","AH3038","232.323","5924.24","AH","FAG"
"016727010-0000","AH3040","338.60438999999997","8634.41","AH","FAG"
"019138873-0000","AH3044","451.11509999999987","11503.44","AH","FAG"
"019138881-0000","AH3044-H","564.7746599999999","14401.75","AH","FAG"
"016727029-0000","AH3048","490.58448000000004","12509.90","AH","FAG"
"038115247-0000","AH3048-H","614.213505","15662.44","AH","FAG"
"019138890-0000","AH3052","682.59561","17406.19","AH","FAG"
"019138903-0000","AH3052-H","854.603985","21792.40","AH","FAG"
"019138911-0000","AH3056","784.05183","19993.32","AH","FAG"
"019138920-0000","AH3056-H","981.3349049999999","25024.04","AH","FAG"
"019138954-0000","AH3060","1044.6620699999999","26638.88","AH","FAG"
"016727037-0000","AH3060-H","1307.92743","33352.15","AH","FAG"
"016727045-0000","AH3064-H","1637.9537400000002","41767.82","AH","FAG"
"019138989-0000","AH3068G-H","2060.1433500000003","52533.66","AH","FAG"
"019138997-0000","AH3068-H","2315.59653","59047.71","AH","FAG"
"019139020-0000","AH3072G-H","3733.8773850000002","95213.87","AH","FAG"
"019139039-0000","AH3072-H","3598.466265000001","91760.89","AH","FAG"
"019139055-0000","AH3076-H","3736.64739","95284.51","AH","FAG"
"019139063-0000","AH308","9.088680000000002","231.76","AH","FAG"
"019139080-0000","AH3084-H","2693.8745400000003","68693.80","AH","FAG"
"019139098-0000","AH309","12.650115","322.58","AH","FAG"
"016727061-0000","AH313","20.245289999999997","516.25","AH","FAG"
"016727070-0000","AH3132A","218.68998","5576.59","AH","FAG"
"016727088-0000","AH3134A","227.459535","5800.22","AH","FAG"
"016727096-0000","AH3136A","220.24730999999997","5616.31","AH","FAG"
"016727100-0000","AH3138","293.96518499999996","7496.11","AH","FAG"
"019139179-0000","AH314","21.49626","548.15","AH","FAG"
"019139187-0000","AH3140","336.86834999999996","8590.14","AH","FAG"
"019139195-0000","AH3140-H","514.0848450000001","13109.16","AH","FAG"
"016727118-0000","AH3144","392.281215","10003.17","AH","FAG"
"019003404-0000","AH3144-H","598.6274400000001","15265.00","AH","FAG"
"019139217-0000","AH3148","451.81717499999996","11521.34","AH","FAG"
"019139225-0000","AH3148-H","689.5014749999999","17582.29","AH","FAG"
"019139233-0000","AH315","27.074565000000007","690.40","AH","FAG"
"019139241-0000","AH3152","571.7826450000001","14580.46","AH","FAG"
"019139276-0000","AH3152-H","806.2501650000002","20559.38","AH","FAG"
"019139284-0000","AH3156","638.1095849999999","16271.79","AH","FAG"
"016727134-0000","AH316","32.62734","832.00","AH","FAG"
"019139349-0000","AH3160-H","1539.2930549999999","39251.97","AH","FAG"
"038477793-0000","AH3160X1104","1539.3313500000004","39252.95","AH","FAG"
"019139373-0000","AH3164-H","1647.32325","42006.74","AH","FAG"
"039423263-0000","AH3168G-H","2355.55098","60066.55","AH","FAG"
"019139438-0000","AH3176-H","2706.933135","69026.79","AH","FAG"
"016727142-0000","AH3180-H","3122.8423649999995","79632.48","AH","FAG"
"019139470-0000","AH3232","213.418035","5442.16","AH","FAG"
"019139489-0000","AH3234","232.871895","5938.23","AH","FAG"
"019139497-0000","AH3236","238.4502","6080.48","AH","FAG"
"019139527-0000","AH3238","287.67204000000004","7335.64","AH","FAG"
"019139535-0000","AH3240","336.881115","8590.47","AH","FAG"
"019139560-0000","AH3260-H","1620.350805","41318.95","AH","FAG"
"019139586-0000","AH3264-H","2060.156115","52533.98","AH","FAG"
"019139608-0000","AH3268-H","2485.358265","63376.64","AH","FAG"
"019139632-0000","AH3276-H","3680.494155","93852.60","AH","FAG"
"300824173-0000","AHP-701-SET","1310.5697850000001","33419.53","(otros)","SCHAEFFLER"
"300824181-0000","AHP-702-SET","1349.0945550000001","34401.91","(otros)","SCHAEFFLER"
"300824190-0000","AHP-703-SET","1790.252955","45651.45","(otros)","SCHAEFFLER"
"019139861-0000","AHX2310","13.058595","332.99","AHX","FAG"
"016727150-0000","AHX2311","17.219985","439.11","AHX","FAG"
"016727169-0000","AHX2312","22.568520000000003","575.50","AHX","FAG"
"016727177-0000","AHX2314","28.682954999999996","731.42","AHX","FAG"
"016727185-0000","AHX2315","34.299555","874.64","AHX","FAG"
"039424588-0000","AHX2315G","40.579935000000006","1034.79","AHX","FAG"
"019003420-0000","AHX2316","40.61823","1035.76","AHX","FAG"
"016727193-0000","AHX2317","45.430635","1158.48","AHX","FAG"
"016727207-0000","AHX2318","50.37069","1284.45","AHX","FAG"
"019139900-0000","AHX2318/80","58.246695","1485.29","AHX","FAG"
"019003439-0000","AHX2319","59.280660000000005","1511.66","AHX","FAG"
"019139918-0000","AHX2320","69.32671500000001","1767.83","AHX","FAG"
"019003447-0000","AHX2322","86.0361","2193.92","AHX","FAG"
"019139934-0000","AHX2322/100","102.32423999999999","2609.27","AHX","FAG"
"019139942-0000","AHX2324","108.362085","2763.23","AHX","FAG"
"016727215-0000","AHX2324/110","121.53556499999999","3099.16","AHX","FAG"
"016727223-0000","AHX2326","127.43299499999999","3249.54","AHX","FAG"
"019139985-0000","AHX2328","147.92082000000002","3771.98","AHX","FAG"
"019140002-0000","AHX2330","150.26958","3831.87","AHX","FAG"
"019140010-0000","AHX2330/135","173.106165","4414.21","AHX","FAG"
"019140029-0000","AHX2330/140","173.106165","4414.21","AHX","FAG"
"016727231-0000","AHX3024","76.83253500000001","1959.23","AHX","FAG"
"019140045-0000","AHX3026","95.87791500000002","2444.89","AHX","FAG"
"019140053-0000","AHX3028","105.87290999999999","2699.76","AHX","FAG"
"019140070-0000","AHX3030","143.07012","3648.29","AHX","FAG"
"016727258-0000","AHX310","11.118315000000003","283.52","AHX","FAG"
"019140169-0000","AHX311","12.10122","308.58","AHX","FAG"
"016727266-0000","AHX312","14.2968","364.57","AHX","FAG"
"019140177-0000","AHX3120","63.37822499999999","1616.14","AHX","FAG"
"016727274-0000","AHX3122","84.45324","2153.56","AHX","FAG"
"019140193-0000","AHX3124","73.05409499999999","1862.88","AHX","FAG"
"019140207-0000","AHX3124/110","73.05409499999999","1862.88","AHX","FAG"
"019140215-0000","AHX3126","122.378055","3120.64","AHX","FAG"
"019140240-0000","AHX3126/120","122.378055","3120.64","AHX","FAG"
"016727282-0000","AHX3128","137.58117","3508.32","AHX","FAG"
"019140274-0000","AHX3130","126.42456000000003","3223.83","AHX","FAG"
"019140282-0000","AHX3130/135","126.42456000000003","3223.83","AHX","FAG"
"019140290-0000","AHX3130/140","134.09632499999998","3419.46","AHX","FAG"
"039094936-0000","AHX3130G","162.03891","4131.99","AHX","FAG"
"016727290-0000","AHX317","36.63555","934.21","AHX","FAG"
"016727304-0000","AHX318","43.75842","1115.84","AHX","FAG"
"019140339-0000","AHX319","47.064555000000006","1200.15","AHX","FAG"
"019140363-0000","AHX320","53.1024","1354.11","AHX","FAG"
"019140380-0000","AHX3218","60.78693","1550.07","AHX","FAG"
"019140398-0000","AHX322","55.75752000000001","1421.82","AHX","FAG"
"016727320-0000","AHX3220","62.395320000000005","1591.08","AHX","FAG"
"019003455-0000","AHX3222A","89.08693500000001","2271.72","AHX","FAG"
"019140410-0000","AHX3224A","91.99735499999998","2345.93","AHX","FAG"
"019140436-0000","AHX3226","114.97435499999999","2931.85","AHX","FAG"
"019140444-0000","AHX3226/120","114.97435499999999","2931.85","AHX","FAG"
"016727339-0000","AHX3228","125.30123999999999","3195.18","AHX","FAG"
"019140452-0000","AHX3230","133.38148500000003","3401.23","AHX","FAG"
"005909112-0000","AKL 4457","1979.2487700000001","50470.84","(otros)","INA"
"056533616-0000","AKL.03X08-HLG","53.511435000000006","1364.54","(otros)","INA"
"056535546-0000","AKL.03Y07-HLG","36.788175","938.10","(otros)","INA"
"005900921-0000","AKL.04Y01","84.41050500000001","2152.47","(otros)","INA"
"005901235-0000","AKL.05XS12-SS","41.74821000000001","1064.58","(otros)","INA"
"057917140-0000","AKL.05Y03-HLG","28.516455000000008","727.17","(otros)","INA"
"057917612-0000","AKL.05Y05-HLG","39.41055000000001","1004.97","(otros)","INA"
"056535309-0000","AKL.05Y11-HLG","48.85110000000001","1245.70","(otros)","INA"
"056535457-0000","AKL.05Y74-HLG","93.32658000000002","2379.83","(otros)","INA"
"005901774-0000","AKL.06X65","42.392565000000005","1081.01","(otros)","INA"
"057541191-0000","AKL.06X77-HLG","17.682300000000005","450.90","(otros)","INA"
"005901812-0000","AKL.06XS07-SS","203.43636","5187.63","(otros)","INA"
"056535015-0000","AKL.06Y60-HLG","106.15374000000001","2706.92","(otros)","INA"
"005902185-0000","AKL.07X78-TN","38.24172","975.16","(otros)","INA"
"005902231-0000","AKL.07Y08","44.040915000000005","1123.04","(otros)","INA"
"005902258-0000","AKL.07Y51","49.885065000000004","1272.07","(otros)","INA"
"056535414-0000","AKL.08Y07-HLG","51.57837000000001","1315.25","(otros)","INA"
"005902533-0000","AKL.08Y14","37.792170000000006","963.70","(otros)","INA"
"056535317-0000","AKL.08Y14-HLG","51.03891000000001","1301.49","(otros)","INA"
"005902550-0000","AKL.08Y24","66.17376","1687.43","(otros)","INA"
"056535392-0000","AKL.08Y42-HLG","81.30861","2073.37","(otros)","INA"
"005902860-0000","AKL.1004","257.98176","6578.53","(otros)","INA"
"005903300-0000","AKL.10Y03","36.878085000000006","940.39","(otros)","INA"
"005903670-0000","AKL.11XS10-SS","140.79906000000003","3590.38","(otros)","INA"
"005903696-0000","AKL.11Y01","51.15879","1304.55","(otros)","INA"
"005903920-0000","AKL.12Y03","61.31862000000001","1563.62","(otros)","INA"
"005905354-0000","AKL.2001","396.86274000000003","10120.00","(otros)","INA"
"057916810-0000","AKL.2002-HLG","28.381590000000006","723.73","(otros)","INA"
"056535287-0000","AKL.2003-HLG","30.269700000000004","771.88","(otros)","INA"
"056535422-0000","AKL.2006-HLG","33.74622000000001","860.53","(otros)","INA"
"058892834-0000","AKL.2007-HLG","35.18478","897.21","(otros)","INA"
"057917116-0000","AKL.2008-HLG","94.25565","2403.52","(otros)","INA"
"057917736-0000","AKL.2009-TV-HLG","49.270680000000006","1256.40","(otros)","INA"
"005905451-0000","AKL.2010","269.9098200000001","6882.70","(otros)","INA"
"005905460-0000","AKL.2011","189.94986000000003","4843.72","(otros)","INA"
"005905494-0000","AKL.2087","134.67019500000004","3434.09","(otros)","INA"
"005905753-0000","AKL.2279","197.48731500000002","5035.93","(otros)","INA"
"005905800-0000","AKL.2284","530.3341350000002","13523.52","(otros)","INA"
"056535210-0000","AKL.2900-HLG","29.955015","763.85","(otros)","INA"
"056534469-0000","AKL.2901-HLG","18.52146","472.30","(otros)","INA"
"005906636-0000","AKL.2902-J","37.822140000000005","964.46","(otros)","INA"
"057916390-0000","AKL.2902-J-HLG","37.822140000000005","964.46","(otros)","INA"
"005906644-0000","AKL.2903","29.835135000000005","760.80","(otros)","INA"
"070434018-0000","AKL.2903-HLG","18.401580000000003","469.24","(otros)","INA"
"005906652-0000","AKL.2904","21.128850000000003","538.79","(otros)","INA"
"005906660-0000","AKL.2904-1/2","113.72116500000003","2899.89","(otros)","INA"
"069801169-0000","AKL.2904-HLG","21.128850000000003","538.79","(otros)","INA"
"005906687-0000","AKL.2905","25.354620000000004","646.54","(otros)","INA"
"005906695-0000","AKL.2906","45.73422000000001","1166.22","(otros)","INA"
"005906709-0000","AKL.2907","29.550420000000006","753.54","(otros)","INA"
"005906717-0000","AKL.2908","33.11685000000001","844.48","(otros)","INA"
"005906725-0000","AKL.2909","40.54941","1034.01","(otros)","INA"
"005906741-0000","AKL.2910","47.547405000000005","1212.46","(otros)","INA"
"061582077-0000","AKL.2910-HLG","47.547405000000005","1212.46","(otros)","INA"
"005906750-0000","AKL.2911","53.15179500000001","1355.37","(otros)","INA"
"005906768-0000","AKL.2912","61.37856000000001","1565.15","(otros)","INA"
"005906776-0000","AKL.2913","73.03689000000001","1862.44","(otros)","INA"
"005906792-0000","AKL.2914","80.00491500000001","2040.13","(otros)","INA"
"005906806-0000","AKL.2915","121.87300500000003","3107.76","(otros)","INA"
"005906814-0000","AKL.2916","105.22467","2683.23","(otros)","INA"
"005906830-0000","AKL.2918","209.14564500000003","5333.21","(otros)","INA"
"058744533-0000","AKL.2918-HLG","132.70716000000002","3384.03","(otros)","INA"
"005906849-0000","AKL.2919","160.12971000000002","4083.31","(otros)","INA"
"005906857-0000","AKL.2920","208.00678500000004","5304.17","(otros)","INA"
"005906903-0000","AKL.2924","325.00966500000004","8287.75","(otros)","INA"
"058744550-0000","AKL.2924-HLG","418.87570500000004","10681.33","(otros)","INA"
"005906911-0000","AKL.2925","548.09136","13976.33","(otros)","INA"
"005907179-0000","AKL.31X42","142.91194500000003","3644.25","(otros)","INA"
"005907780-0000","AKL.3910","567.21222","14463.91","(otros)","INA"
"005908019-0000","AKL.40YM04","641.8225350000001","16366.47","(otros)","INA"
"057916365-0000","AKL.4102-HLG","25.384590000000006","647.31","(otros)","INA"
"061582085-0000","AKL.4120-HLG","335.019645","8543.00","(otros)","INA"
"005908450-0000","AKL.41X04","388.3662450000001","9903.34","(otros)","INA"
"005908604-0000","AKL.4405","23.106870000000004","589.23","(otros)","INA"
"005908620-0000","AKL.4407-TN","47.17278000000001","1202.91","(otros)","INA"
"005908647-0000","AKL.4409-TN","26.943030000000004","687.05","(otros)","INA"
"005908680-0000","AKL.4413","39.290670000000006","1001.91","(otros)","INA"
"005908698-0000","AKL.4414","178.65117000000004","4555.60","(otros)","INA"
"005908710-0000","AKL.4416","54.275670000000005","1384.03","(otros)","INA"
"005908728-0000","AKL.4417","54.470475000000015","1389.00","(otros)","INA"
"005908752-0000","AKL.4420","108.68620500000002","2771.50","(otros)","INA"
"005908760-0000","AKL.4421","39.08088000000001","996.56","(otros)","INA"
"061600792-0000","AKL.4421-HLG","39.08088000000001","996.56","(otros)","INA"
"005908787-0000","AKL.4423","79.79512500000001","2034.78","(otros)","INA"
"005908795-0000","AKL.4424","114.96492000000003","2931.61","(otros)","INA"
"005908809-0000","AKL.4425","57.73720500000001","1472.30","(otros)","INA"
"005908817-0000","AKL.4426","59.52042","1517.77","(otros)","INA"
"005908833-0000","AKL.4428","38.076885000000004","970.96","(otros)","INA"
"005908841-0000","AKL.4429","41.71824000000001","1063.82","(otros)","INA"
"005908850-0000","AKL.4430","119.67021000000003","3051.59","(otros)","INA"
"005908884-0000","AKL.4433","114.949935","2931.22","(otros)","INA"
"005908906-0000","AKL.4435","68.57136000000001","1748.57","(otros)","INA"
"005908930-0000","AKL.4438","129.53034000000002","3303.02","(otros)","INA"
"005908957-0000","AKL.4440","218.64613500000004","5575.48","(otros)","INA"
"005908973-0000","AKL.4442","185.559255","4731.76","(otros)","INA"
"005908990-0000","AKL.4444","778.2309900000002","19844.89","(otros)","INA"
"005909015-0000","AKL.4446","533.3011650000001","13599.18","(otros)","INA"
"058804110-0000","AKL.4448-HLG","665.8135200000002","16978.24","(otros)","INA"
"005909090-0000","AKL.4454","2229.0037650000004","56839.60","(otros)","INA"
"005909163-0000","AKL.4464","3401.2203750000003","86731.12","(otros)","INA"
"005910064-0000","AKL.52X12","810.3588300000001","20664.15","(otros)","INA"
"005910080-0000","AKL.52YM04","855.7483950000002","21821.58","(otros)","INA"
"005910609-0000","AKL.67X02","959.5794600000002","24469.28","(otros)","INA"
"057917094-0000","AKL.902-HLG","21.953025000000004","559.80","(otros)","INA"
"005910994-0000","AKL.905-TN","28.74123000000001","732.90","(otros)","INA"
"005911001-0000","AKL.906","31.678290000000004","807.80","(otros)","INA"
"005911044-0000","AKL.907","33.11685000000001","844.48","(otros)","INA"
"084557915-0000","AKL.907-HLG","33.11685000000001","844.48","(otros)","INA"
"005911060-0000","AKL.908","36.128835","921.29","(otros)","INA"
"061527106-0000","AKL.908-HLG","36.128835","921.29","(otros)","INA"
"005911087-0000","AKL.909","41.34361500000001","1054.26","(otros)","INA"
"061546160-0000","AKL.909-HLG","41.34361500000001","1054.26","(otros)","INA"
"005911133-0000","AKL.910","50.13981000000001","1278.57","(otros)","INA"
"061546178-0000","AKL.910-HLG","50.13981000000001","1278.57","(otros)","INA"
"005911176-0000","AKL.911","53.52642","1364.92","(otros)","INA"
"005911230-0000","AKL.912","60.20973000000001","1535.35","(otros)","INA"
"005911249-0000","AKL.913","62.71222500000001","1599.16","(otros)","INA"
"058803718-0000","AKL.914-HLG","76.24368000000001","1944.21","(otros)","INA"
"005911273-0000","AKL.915","87.21270000000001","2223.92","(otros)","INA"
"084557923-0000","AKL.915-HLG","85.54936500000002","2181.51","(otros)","INA"
"005911290-0000","AKL.916","101.07382500000003","2577.38","(otros)","INA"
"005911311-0000","AKL.917","126.74313000000004","3231.95","(otros)","INA"
"005911320-0000","AKL.918","207.54225000000002","5292.33","(otros)","INA"
"005911346-0000","AKL.919","199.98981000000006","5099.74","(otros)","INA"
"005911362-0000","AKL.920","198.55125000000004","5063.06","(otros)","INA"
"061546186-0000","AKL.920-HLG","261.45828","6667.19","(otros)","INA"
"005911389-0000","AKL.921","261.45828","6667.19","(otros)","INA"
"058726233-0000","AKL.923-HLG","347.6520000000001","8865.13","(otros)","INA"
"005911435-0000","AKL.924","363.4611750000001","9268.26","(otros)","INA"
"061582069-0000","AKL.925-HLG","405.26932500000004","10334.37","(otros)","INA"
"005911494-0000","AKL.928","500.54395500000004","12763.87","(otros)","INA"
"005990971-0000","AKL.928-M","767.7414900000002","19577.41","(otros)","INA"
"005911591-0000","AKL.B10","97.85205","2495.23","(otros)","INA"
"005911605-0000","AKL.B11","53.81113500000001","1372.18","(otros)","INA"
"005911613-0000","AKL.B13","32.09787000000001","818.50","(otros)","INA"
"050909975-0000","AKL.B13-HLG","32.112855","818.88","(otros)","INA"
"005911621-0000","AKL.B14","46.69326","1190.68","(otros)","INA"
"005911630-0000","AKL.B15","54.560385000000004","1391.29","(otros)","INA"
"005911648-0000","AKL.B16","42.167790000000004","1075.28","(otros)","INA"
"005911656-0000","AKL.B17","41.673285","1062.67","(otros)","INA"
"061616761-0000","AKL.B17-HLG","61.94799000000001","1579.67","(otros)","INA"
"005911664-0000","AKL.B18","79.42050000000002","2025.22","(otros)","INA"
"005911672-0000","AKL.B19","95.55934500000002","2436.76","(otros)","INA"
"056535481-0000","AKL.B1-HLG","24.215760000000007","617.50","(otros)","INA"
"005911699-0000","AKL.B21","54.93501000000001","1400.84","(otros)","INA"
"061617318-0000","AKL.B21-HLG","55.47447000000001","1414.60","(otros)","INA"
"005911702-0000","AKL.B22","56.94300000000001","1452.05","(otros)","INA"
"005911729-0000","AKL.B24","115.35453000000003","2941.54","(otros)","INA"
"005911737-0000","AKL.B25","62.682255000000005","1598.40","(otros)","INA"
"005911745-0000","AKL.B26","102.04785","2602.22","(otros)","INA"
"005911753-0000","AKL.B27","71.043885","1811.62","(otros)","INA"
"005911761-0000","AKL.B29","84.05086500000002","2143.30","(otros)","INA"
"005911770-0000","AKL.B3","25.639335000000003","653.80","(otros)","INA"
"005911788-0000","AKL.B30","164.939895","4205.97","(otros)","INA"
"005911796-0000","AKL.B33","89.73018000000002","2288.12","(otros)","INA"
"005911800-0000","AKL.B34","100.81908000000001","2570.89","(otros)","INA"
"005911818-0000","AKL.B35","190.833975","4866.27","(otros)","INA"
"005991072-0000","AKL.B37","204.00579000000002","5202.15","(otros)","INA"
"005991099-0000","AKL.B39","356.61303000000004","9093.63","(otros)","INA"
"005911834-0000","AKL.B4","52.17777000000001","1330.53","(otros)","INA"
"005911842-0000","AKL.B40","136.678185","3485.29","(otros)","INA"
"020081472-0000","AKL.B40-HLA","102.73716000000002","2619.80","(otros)","INA"
"005911850-0000","AKL.B42","188.72109000000003","4812.39","(otros)","INA"
"056535244-0000","AKL.B5-HLG","25.579395","652.27","(otros)","INA"
"005911885-0000","AKL.B7","41.0589","1047.00","(otros)","INA"
"056533659-0000","AKL.B9-HLG","28.02195","714.56","(otros)","INA"
"005911958-0000","AKL.D1","16.7832","427.97","(otros)","INA"
"005911966-0000","AKL.D10","25.56441","651.89","(otros)","INA"
"005911974-0000","AKL.D11","23.601375000000004","601.84","(otros)","INA"
"005911982-0000","AKL.D12","25.009965000000008","637.75","(otros)","INA"
"020081499-0000","AKL.D12-HLA","25.009965000000008","637.75","(otros)","INA"
"005911990-0000","AKL.D13","24.920055","635.46","(otros)","INA"
"005912008-0000","AKL.D14","32.127840000000006","819.26","(otros)","INA"
"005912016-0000","AKL.D15","30.76420500000001","784.49","(otros)","INA"
"005912032-0000","AKL.D16","34.150815","870.85","(otros)","INA"
"005912040-0000","AKL.D17","29.385585000000006","749.33","(otros)","INA"
"005912067-0000","AKL.D18","33.761205000000004","860.91","(otros)","INA"
"061617342-0000","AKL.D18-HLG","33.761205000000004","860.91","(otros)","INA"
"005912075-0000","AKL.D19","36.15880500000001","922.05","(otros)","INA"
"005912091-0000","AKL.D20","38.076885000000004","970.96","(otros)","INA"
"020033907-0000","AKL.D20-HLA","38.076885000000004","970.96","(otros)","INA"
"005912105-0000","AKL.D21","35.889075000000005","915.17","(otros)","INA"
"005912121-0000","AKL.D22","48.58137000000001","1238.82","(otros)","INA"
"061729043-0000","AKL.D22-HLG","48.58137000000001","1238.82","(otros)","INA"
"005912130-0000","AKL.D23","43.426530000000014","1107.38","(otros)","INA"
"005912148-0000","AKL.D24","41.628330000000005","1061.52","(otros)","INA"
"005912156-0000","AKL.D25","43.09686000000001","1098.97","(otros)","INA"
"061729167-0000","AKL.D25-HLG","43.09686000000001","1098.97","(otros)","INA"
"005912164-0000","AKL.D26","53.30164500000001","1359.19","(otros)","INA"
"005912172-0000","AKL.D27","73.69623000000001","1879.25","(otros)","INA"
"058804080-0000","AKL.D27-HLG","73.69623000000001","1879.25","(otros)","INA"
"005912180-0000","AKL.D28","48.985965","1249.14","(otros)","INA"
"005912199-0000","AKL.D29","49.405545000000004","1259.84","(otros)","INA"
"056534337-0000","AKL.D2-HLG","18.821160000000003","479.94","(otros)","INA"
"005912202-0000","AKL.D3","17.217765000000004","439.05","(otros)","INA"
"005991110-0000","AKL.D30","111.60828000000002","2846.01","(otros)","INA"
"005912210-0000","AKL.D31","58.35159","1487.97","(otros)","INA"
"005912229-0000","AKL.D32","64.390545","1641.96","(otros)","INA"
"005912237-0000","AKL.D33","56.55339000000001","1442.11","(otros)","INA"
"005912245-0000","AKL.D34","76.39353000000001","1948.04","(otros)","INA"
"020081502-0000","AKL.D34-HLA","76.39353000000001","1948.04","(otros)","INA"
"058743774-0000","AKL.D35-HLG","89.58033","2284.30","(otros)","INA"
"005912261-0000","AKL.D36","88.81609500000002","2264.81","(otros)","INA"
"005912270-0000","AKL.D37","83.99092500000002","2141.77","(otros)","INA"
"005912288-0000","AKL.D38","295.41429","7533.06","(otros)","INA"
"005912296-0000","AKL.D39","138.176685","3523.51","(otros)","INA"
"020081510-0000","AKL.D39-1/2-HLA","147.24261000000004","3754.69","(otros)","INA"
"058665935-0000","AKL.D39-1/2-HLG","140.01984000000002","3570.51","(otros)","INA"
"005912326-0000","AKL.D4","18.34164","467.71","(otros)","INA"
"005912334-0000","AKL.D40","177.28753500000002","4520.83","(otros)","INA"
"058726373-0000","AKL.D41-HLG","127.687185","3256.02","(otros)","INA"
"005912350-0000","AKL.D42","135.10476000000003","3445.17","(otros)","INA"
"020081480-0000","AKL.D4-HLA","18.191790000000005","463.89","(otros)","INA"
"005912369-0000","AKL.D5","18.296685000000004","466.57","(otros)","INA"
"005912377-0000","AKL.D6","19.915065000000002","507.83","(otros)","INA"
"020035640-0000","AKL.D6-HLA","19.915065000000002","507.83","(otros)","INA"
"005912385-0000","AKL.D7","21.188790000000004","540.31","(otros)","INA"
"005912393-0000","AKL.D8","25.054920000000003","638.90","(otros)","INA"
"005912407-0000","AKL.D9","21.503475","548.34","(otros)","INA"
"056535279-0000","AKL.DL12-HLG","27.767205000000008","708.06","(otros)","INA"
"056535333-0000","AKL.DL15-HLG","30.73423500000001","783.72","(otros)","INA"
